"Run","Model","Formula","AIC","Estimate","LowerCI","UpperCI","GroundTruth","Group","Method"
1,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",211.125160380868,544.826206334948,504.728361743394,587.292065783693,565,"3","Poisson"
1,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_1:capture_4 + capture_2:capture_3",308.051893852449,1720.08678293777,1646.96066307038,1795.67313762319,1762,"4","Poisson"
1,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_1:capture_5 + capture_2:capture_5",128.076754627619,91.58245347366,74.205106716193,111.830737490332,123,"5","Poisson"
2,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",420.781613051891,9011.86654093364,8846.1068823547,9179.99583083524,9116,"1","NB"
2,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",218.075916066766,582.565635248057,540.499607134058,627.079773464801,568,"2","NB"
2,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",214.282810211182,573.750894349714,532.01554653363,617.937551820992,534,"3","NB"
2,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_5",292.516971439123,1746.18429706123,1673.40813929979,1821.37088523034,1654,"4","NB"
2,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",122.790132090449,121.440948723836,100.972290974905,144.91914547489,115,"5","NB"
2,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",420.781613051891,9011.86654093364,8846.1068823547,9179.99583083524,9116,"1","NB"
2,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",218.075916066766,582.565635248057,540.499607134058,627.079773464801,568,"2","NB"
2,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",214.282810211182,573.750894349714,532.01554653363,617.937551820992,534,"3","NB"
2,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_5",292.516971439123,1746.18429706123,1673.40813929979,1821.37088523034,1654,"4","NB"
2,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",122.790132090449,121.440948723836,100.972290974905,144.91914547489,115,"5","NB"
2,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",420.781613051891,9011.86654093364,8846.1068823547,9179.99583083524,9116,"1","NB"
2,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",218.075916066766,582.565635248057,540.499607134058,627.079773464801,568,"2","NB"
2,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",214.282810211182,573.750894349714,532.01554653363,617.937551820992,534,"3","NB"
2,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",294.429219067097,1741.19467997093,1668.78316491969,1815.99264733664,1654,"4","NB"
2,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",122.790132090449,121.440948723836,100.972290974905,144.91914547489,115,"5","NB"
2,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",420.781613051891,9011.86654093364,8846.1068823547,9179.99583083524,9116,"1","NB"
2,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",218.075916066766,582.565635248057,540.499607134058,627.079773464801,568,"2","NB"
2,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",214.282810211182,573.750894349714,532.01554653363,617.937551820992,534,"3","NB"
2,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",294.429219067097,1741.19467997093,1668.78316491969,1815.99264733664,1654,"4","NB"
2,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",122.790132090449,121.440948723836,100.972290974905,144.91914547489,115,"5","NB"
2,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",420.781613051891,9011.86654093364,8846.1068823547,9179.99583083524,9116,"1","NB"
2,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",218.075916066766,582.565635248057,540.499607134058,627.079773464801,568,"2","NB"
2,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",214.282810211182,573.750894349714,532.01554653363,617.937551820992,534,"3","NB"
