"","run","aic","estimate","lower_ci","upper_ci","ground","group"
"291",59,454.418458709386,11778.7835607434,11589.9981479821,11969.9948779531,11918,"1"
"292",59,256.152535323286,1028.26107032748,973.014237162612,1085.95766469271,988,"2"
"293",59,84.0660758109582,54.1967313036913,40.6036350121227,70.9862433847513,45,"3"
"294",59,319.643875957359,1858.36371473299,1783.97982242674,1935.17819889519,1844,"4"
"295",59,138.113941705761,202.483171689112,173.232186218655,235.411903732627,189,"5"
"296",60,471.735142926552,11807.9909994262,11616.9655928047,12001.5105738039,12079,"1"
"297",60,264.183366795241,981.68232766124,928.16334166563,1037.60550039064,1038,"2"
"298",60,86.9294949661551,83.4203565203174,64.8634089259224,106.052620590538,70,"3"
"299",60,288.760941511988,2029.27575498192,1898.41203876437,2166.58639524922,1957,"4"
"300",60,140.745704321048,165.517517910143,126.473289373353,212.672827377079,166,"5"
"301",61,448.234317583099,11920.3285138178,11729.026762361,12114.1135788904,12005,"1"
"302",61,253.699798153994,1042.73207299282,986.667865627836,1101.28555953116,1094,"2"
"303",61,76.1415162342551,54.2215126771961,40.0329717139399,71.8898856665611,64,"3"
"304",61,292.633263176643,1839.57821187748,1765.53277071868,1916.04790378301,1874,"4"
"305",61,154.772616932695,186.000461244224,162.51908649281,212.061891291896,158,"5"
"306",62,458.337115376853,12050.7507256103,11859.3747726242,12244.5641160095,11849,"1"
"307",62,256.195880509813,975.022128018922,921.124192367214,1031.36524978048,993,"2"
"308",62,71.9766927348265,59.2065843773905,42.4094055462102,80.6416471439412,44,"3"
"309",62,316.586949968916,1897.40989890542,1821.81065940861,1975.47255604874,1872,"4"
"310",62,141.765688340514,207.734337566943,178.773197161355,240.283519758403,174,"5"
"311",63,443.06618433679,12193.2013874713,11955.5166805228,12434.5761480561,12183,"1"
"312",63,251.681325934086,998.62402096899,944.075016322532,1055.62438489542,1004,"2"
"313",63,72.8404890030877,63.7947794779477,46.7136843161249,85.3981763943746,48,"3"
"314",63,311.646182538384,1785.84882814398,1707.58368421424,1866.87532790733,1849,"4"
"315",63,141.556246452462,188.283070720246,164.535718542833,214.633225723989,186,"5"
"316",64,449.863001291328,11945.1753144106,11754.3333764179,12138.4687324148,11926,"1"
"317",64,284.742738613134,1054.85277516082,998.046665882981,1114.20444486779,945,"2"
"318",64,80.1505378068541,63.7560694457119,47.9037470898863,83.2985893844054,68,"3"
"319",64,313.054396827237,1796.87042350463,1724.37021775222,1871.75077471208,1925,"4"
"320",64,153.448824984448,186.691959011834,162.595217248809,213.499850483029,177,"5"
"321",65,462.422418631565,11945.0699148528,11722.4149965641,12170.9668780702,11817,"1"
"322",65,261.982183791043,995.499541589528,941.582085712748,1051.82772481885,981,"2"
"323",65,85.4010811744517,59.0034392270385,45.414965047755,75.5943915276544,63,"3"
"324",65,299.898625319266,1922.29428538793,1845.29196194315,2001.80818384683,1918,"4"
"325",65,143.738276994475,161.791915380431,139.982251351966,186.137314053215,213,"5"
"326",66,459.642770371346,11861.6825454464,11671.9565807578,12053.8389795758,12069,"1"
"327",66,252.678394918058,974.309695769665,912.023132801426,1039.80174940463,1012,"2"
"328",66,77.8965326311933,46.8852459016326,24.6376694555046,80.8020833402109,70,"3"
"329",66,303.674503099609,1893.4139542398,1817.54524586999,1971.76406497423,1967,"4"
"330",66,144.18151049994,207.934210943891,182.149286861095,236.535363331828,185,"5"
"331",67,469.422409278314,11778.5052112837,11590.3508622603,11969.0666887548,11888,"1"
"332",67,263.469586777737,1031.39536910772,975.903587487542,1089.35786188633,1027,"2"
