"","run","aic","estimate","lower_ci","upper_ci","ground","group"
"333",67,85.0242891275142,52.7867016777609,39.5708021436738,69.1843454759412,57,"3"
"334",67,323.41024193107,1875.05347825975,1793.29388303898,1959.69141524711,1959,"4"
"335",67,134.718975549903,170.424070552806,146.967052526247,196.674683143411,191,"5"
"336",68,477.973991418584,11557.3226986412,11339.3990851539,11778.4472269735,11845,"1"
"337",68,268.962352183846,960.387837745785,907.132778349841,1016.07534982603,941,"2"
"338",68,91.6726984711516,43.0942184154177,29.7594600407045,60.4235749029346,64,"3"
"339",68,308.409804046885,1888.42214845408,1813.44254623919,1965.83562256208,1862,"4"
"340",68,145.585927358695,185.339685624304,161.037392745483,212.403124182022,194,"5"
"341",69,459.265361317476,11926.3543402444,11736.1008737964,12119.0390405095,11791,"1"
"342",69,262.904557533873,1043.06263493197,986.705157672788,1101.92709697358,956,"2"
"343",69,77.9319480262757,55.3904167835897,41.9775993752215,71.9515236087271,49,"3"
"344",69,303.136474795533,1810.32898340061,1736.86770473904,1886.21670147621,1893,"4"
"345",69,135.687751744575,168.479102375958,127.933258670075,217.454066625924,156,"5"
"346",70,452.910087008458,11903.371167264,11713.6880154288,12095.4762058259,11830,"1"
"347",70,253.536642318046,948.344994584296,860.550491979777,1042.43752210722,981,"2"
"348",70,72.4290889655918,51.5584251250229,38.4213667020409,67.7990118874632,52,"3"
"349",70,317.163624531944,1911.63409519447,1835.86766457968,1989.85602499628,1932,"4"
"350",70,141.167747198271,164.313001143314,141.819382465825,189.472434038572,183,"5"
"351",71,472.839086904659,11562.8792249847,11254.6776227378,11877.1676979914,12013,"1"
"352",71,253.3106787865,970.022566170814,916.435312592891,1026.03515996115,1030,"2"
"353",71,88.8745329659136,54.6019417475728,37.7752719300561,76.691021814298,61,"3"
"354",71,313.223550824183,1829.01364422251,1752.82689635385,1907.77153322997,1814,"4"
"355",71,155.806166392628,198.77944991938,173.411390136762,226.95105098358,185,"5"
"356",72,464.813986767953,11974.8155610926,11783.6776712042,12168.4165472892,11924,"1"
"357",72,262.482203935465,933.833179660286,881.874022792652,988.162707738869,962,"2"
"358",72,73.1930532387581,56.8421052631579,40.0630485228596,78.4771263801416,56,"3"
"359",72,305.713672505243,1907.61884285049,1832.08302567002,1985.59918869385,1867,"4"
"360",72,144.895168123163,173.376173161187,146.846127911439,203.448996920174,207,"5"
"361",73,465.320165826252,12116.1607721415,11923.9129563305,12310.8560307653,11954,"1"
"362",73,231.886684527115,1059.97806833534,1002.87791156612,1119.61121651605,988,"2"
"363",73,68.4772200285324,62.7486033519553,45.2929747046121,85.0837513159143,55,"3"
"364",73,298.782759947671,1847.59540225589,1773.70997562315,1923.8903072367,1907,"4"
"365",73,139.524742895318,183.823643184074,158.894154875163,211.71599394469,184,"5"
"366",74,444.691940135568,11895.7166152498,11706.2201987442,12087.6316092061,11853,"1"
"367",74,247.304074910228,1032.4636747205,976.592472057851,1090.82487376581,1039,"2"
"368",74,78.5899942604464,74.3086042505424,57.24819902052,95.1508086275322,60,"3"
"369",74,326.466323322344,1911.00583858975,1835.24211279333,1989.22799979603,1872,"4"
"370",74,147.258815342826,172.650920649996,147.337745767488,201.199134616098,165,"5"
"371",75,459.482129222628,12363.9880965492,12043.2939634972,12690.8704810596,11982,"1"
"372",75,254.450028274514,990.099569707565,935.780822201261,1046.8652229372,1034,"2"
"373",75,92.1407663941563,60.5650423890635,45.9452985728822,78.5877160364907,60,"3"
"374",75,298.854100123887,1866.58743431752,1791.7979479501,1943.82816988407,1772,"4"
"375",75,137.211657130953,202.185696001393,175.802623779838,231.549583321341,169,"5"
"376",76,444.49172097904,11881.7647951365,11689.8798036555,12076.1278121815,11874,"1"
"377",76,254.223763493545,1066.67396352328,1005.13978659387,1131.11749018138,1030,"2"
"378",76,90.5931388046073,71.2361065936452,54.0988911843659,92.23091746333,70,"3"
"379",76,330.441937389356,1888.27334275973,1813.06055093163,1965.93035360299,1833,"4"
"380",76,138.153196098075,199.906058114659,158.420900289834,248.743411882652,209,"5"
"381",77,454.920568592664,11868.9869122618,11679.1928781525,12061.2108786272,12034,"1"
"382",77,280.018947385845,1012.80422145171,957.621867712102,1070.46724597662,1007,"2"
"383",77,85.627932712208,65.4913663657452,50.8429216358661,83.145958889118,62,"3"
"384",77,316.243933166632,2031.99578683729,1902.25684896999,2168.08567668298,1871,"4"
"385",77,142.197579099963,184.253622435657,160.270948114136,211.040841064799,158,"5"
"386",78,449.162548453387,11829.8411857897,11640.9738835158,12021.1229560701,11704,"1"
"387",78,245.836723560027,994.328805098423,939.487536228772,1051.66378461094,996,"2"
"388",78,85.1427476561247,60.1873196979715,46.4638766206447,76.7924391380526,53,"3"
"389",78,305.264040866067,1902.43764764111,1826.87672742718,1980.44508047156,1787,"4"
"390",78,154.386199822779,149.376221291336,124.92003209731,177.276078476019,183,"5"
"391",79,443.510784970483,11968.6027494441,11745.401719487,12195.0552197071,11918,"1"
"392",79,250.929709921912,1083.53838059819,1021.29788821109,1148.71247951413,989,"2"
"393",79,86.0046992292851,58.5969645338666,44.190138700191,76.2846510226214,50,"3"
"394",79,328.927627499089,1857.83685145813,1783.42435886088,1934.68169534142,1875,"4"
"395",79,142.560009730271,194.052369301728,169.609588805799,221.166246223533,201,"5"
"396",80,450.98785180138,12048.7468648173,11733.142545119,12370.492065838,11855,"1"
"397",80,260.547815017691,1093.32741878884,1035.60254330401,1153.58213287848,1056,"2"
"398",80,84.981312878247,51.5267658930419,38.1276384296336,68.3534522731475,68,"3"
"399",80,290.089965947739,1886.31786882071,1810.09445045167,1965.07600433252,1932,"4"
"400",80,139.669293028554,185.168844757405,160.471224296356,212.702778126065,198,"5"
"401",81,456.068116545758,11870.2388635383,11678.9476455338,12064.0203782804,11750,"1"
"402",81,244.430537470393,1021.74057119737,966.48690626277,1079.45977525145,996,"2"
"403",81,83.3004581490286,60.3060573093916,45.4432785077634,78.5797772621905,57,"3"
"404",81,300.004912077518,1894.84998527999,1819.09349467364,1973.08584994,1891,"4"
"405",81,139.481658705091,180.795464486062,157.042817405492,207.248552022766,187,"5"
"406",82,462.061641635176,11861.6260421965,11669.139340001,12056.6542977748,12047,"1"
"407",82,255.674437645326,988.279888880792,933.649791778121,1045.38902628189,1029,"2"
"408",82,83.4852582503661,57.6125036037794,43.9018833073721,74.4517739744249,60,"3"
"409",82,290.675746366317,1904.91372911449,1829.45307274007,1982.81638064197,1851,"4"
"410",82,142.297160740146,169.996233669669,147.662599559474,194.873802970074,196,"5"
"411",83,471.7889491767,11866.8588969999,11677.4310491296,12058.7124827502,11821,"1"
"412",83,233.774091764942,940.644946048084,888.008486141588,995.691147443228,1041,"2"
"413",83,76.1054551632898,65.5069231276978,50.1797857107647,84.3119181513867,65,"3"
"414",83,309.731460998829,1870.15923506761,1795.23219374624,1947.53492082729,1864,"4"
"415",83,137.362930149266,157.079052662339,135.577238405672,181.10343415292,176,"5"
"416",84,440.269868360357,11686.9676781792,11499.1652190353,11877.1824452079,11782,"1"
"417",84,241.214376025499,1013.59071504921,958.785683406834,1070.84131939933,967,"2"
"418",84,81.2326545784844,54.0891164266498,39.9937034462015,71.5939629897397,64,"3"
"419",84,317.634495688908,1900.98141866936,1823.97675096437,1980.57393823076,1789,"4"
"420",84,142.453756941584,175.487781926664,151.827053705912,201.919546844803,164,"5"
"421",85,468.471167741364,11973.2640714401,11781.8225452688,12167.1704997912,11920,"1"
"422",85,244.627097394417,1044.82699425884,988.293280256683,1103.88249051559,972,"2"
"423",85,83.8735460220249,65.6345076333054,50.4959846575509,84.1674337584934,45,"3"
"424",85,319.904698633098,1826.13765162593,1752.77836827079,1901.89652694371,1866,"4"
"425",85,135.43038642448,167.411343436204,144.970670678987,192.455283133194,198,"5"
"426",86,453.439145128526,12014.8928127058,11824.0129194812,12208.2051382627,11955,"1"
"427",86,264.162042603281,988.724935410925,934.884781263653,1044.97709260714,1020,"2"
"428",86,80.9942573788481,66.0289051520658,50.9711854145906,84.4174747363953,52,"3"
"429",86,332.780376719177,1903.42593409107,1827.30426135761,1982.06160431987,1860,"4"
"430",86,151.995538932249,175.461540114153,152.000829566287,201.600847588423,177,"5"
"431",87,460.198663442117,12003.5360543092,11801.6119262856,12208.16059104,12037,"1"
"432",87,256.654190446735,982.502130481875,928.777946864343,1038.64337417072,909,"2"
"433",87,83.3692093624385,66.7503572181651,50.4792187715298,86.7348580664127,54,"3"
"434",87,313.595371429988,1857.41526146461,1783.14732954742,1934.10457767156,1866,"4"
"435",87,134.641730912463,194.346907274517,169.950453594085,221.423227749238,199,"5"
"436",88,446.8816130853,12127.4157292707,11902.0356030286,12356.0710626122,11731,"1"
"437",88,240.064738205908,1049.45633970108,993.196709323626,1108.20618686918,955,"2"
"438",88,93.2201191860409,56.3619011218852,42.0525705214632,74.0106631276642,73,"3"
"439",88,296.297057897399,1901.39608523421,1825.42243041827,1979.84427166648,1855,"4"
"440",88,139.731612842223,156.891112337245,133.620117517949,183.147776605881,164,"5"
"441",89,449.754159978864,11999.8879597739,11808.9764224936,12193.2342340417,11864,"1"
"442",89,246.847070568909,951.704084444544,899.162276420226,1006.62634687569,984,"2"
"443",89,79.8097803759959,57.4144077472139,43.0493179871734,75.1362429350544,55,"3"
"444",89,302.979252190499,1843.41849080687,1768.31568372545,1921.00852458465,1840,"4"
"445",89,135.062208048465,163.386177489178,140.772251072848,188.747066398052,184,"5"
"446",90,459.295039823543,12045.6226282439,11853.7917495444,12239.901579096,11792,"1"
"447",90,264.013191022694,1010.19366032376,955.224191250725,1067.63469013187,1039,"2"
"448",90,80.4216300033513,43.5904671286288,28.9909347194672,63.0302411654603,69,"3"
"449",90,316.971817332158,1860.73724042468,1786.42294305028,1937.47304972442,1799,"4"
"450",90,155.340909967949,174.894715576187,152.115436834035,200.267471111849,176,"5"
"451",91,458.843338508284,11911.4059483145,11721.7331032012,12103.4994553811,11893,"1"
"452",91,251.466340468986,1036.55265936888,981.131320885991,1094.42822904528,1007,"2"
"453",91,81.2566057437989,67.8862714601597,51.8655949450589,87.6658787596193,59,"3"
"454",91,298.790048459723,1857.18754128897,1782.71714559404,1934.08913457845,1827,"4"
"455",91,147.395915422884,184.276350308314,160.256448780726,211.036759196833,162,"5"
"456",92,446.356978145563,11940.1013055875,11748.7568476704,12133.9132994753,12001,"1"
"457",92,263.345699935689,1036.57273366806,980.358984556863,1095.30793796158,1029,"2"
"458",92,89.138765295115,48.7398737172608,36.0867400781936,64.4092212346729,68,"3"
"459",92,305.933900300916,1866.46309085463,1791.44438971673,1943.94506261193,2005,"4"
"460",92,138.95271148635,190.029699551433,165.83533264369,216.926753428439,188,"5"
"461",93,465.298796582148,12353.0102627269,12032.8423119737,12679.3519574254,11737,"1"
"462",93,257.964739963742,1032.84622224986,976.804623251579,1091.4003652811,1002,"2"
"463",93,82.0022362630461,66.7142486076737,51.1360795798747,85.8064864839471,69,"3"
"464",93,314.08205505983,1921.04052821494,1844.93612452259,1999.61131756231,1955,"4"
"465",93,139.08069597487,182.585932379684,158.958428828132,208.874266069438,182,"5"
"466",94,449.269555960301,11916.4404668906,11726.4744572768,12108.8328299941,11982,"1"
"467",94,251.228324473111,991.603930315522,937.46421582613,1048.17677634853,988,"2"
"468",94,79.2975497349945,62.8156234476023,47.1248013241324,82.1571815390527,62,"3"
"469",94,300.553101843243,2009.67918088594,1881.50297784621,2144.12150458969,1850,"4"
"470",94,142.745959035031,194.432091133889,169.829676032987,221.728413748261,198,"5"
"471",95,459.963224312812,11935.9198132251,11746.0190425549,12128.2421089001,11883,"1"
"472",95,254.046148603899,966.423273280725,913.130708706126,1022.13015112823,976,"2"
"473",95,90.401379112951,63.9346916887507,49.5341163391771,81.4930850184798,61,"3"
"474",95,310.081722391694,1846.53986078461,1772.1748532053,1923.3443463582,1926,"4"
"475",95,149.293204287319,187.863945280626,164.214221648818,214.112681082223,190,"5"
"476",96,471.793623602941,11930.029821083,11740.0200090163,12122.4645789855,11732,"1"
"477",96,254.534610732014,1031.37070394384,975.087875309758,1090.23312088113,1056,"2"
"478",96,74.8210554676496,47.4730878186969,33.0407735865002,66.3122759256306,67,"3"
"479",96,307.482256588052,1777.54177488203,1702.16961027418,1855.49737250953,1893,"4"
"480",96,141.389042808495,200.176733864847,174.214928988487,229.095847147563,181,"5"
"481",97,458.540835762713,12050.9308467321,11859.3501641825,12244.9566146055,11992,"1"
"482",97,271.591626957795,940.627077531312,888.113494849595,995.547524287643,1061,"2"
"483",97,80.2140909008242,63.8293026639792,48.3934515833142,82.7490177607866,70,"3"
"484",97,304.291264435373,1708.73803505573,1591.29638955586,1832.3903615214,1923,"4"
"485",97,138.801410517952,155.651062578356,134.692331675595,179.03875802215,187,"5"
"486",98,449.309736858089,11959.2127392818,11759.4187638397,12161.6760830566,11870,"1"
"487",98,263.863685732419,1012.40321719198,957.654149241405,1069.59589106201,999,"2"
"488",98,79.3609844082229,61.9508469575653,46.8151343725486,80.5136033225135,51,"3"
"489",98,312.009009347887,1931.022046634,1854.67994249926,2009.83850540349,1921,"4"
"490",98,131.146537702625,190.113325648092,165.208217417006,217.853047775999,200,"5"
"491",99,459.216194279859,11974.6045292702,11784.3087356787,12167.3259787688,11936,"1"
"492",99,247.038425567604,986.096304181727,932.26485222639,1042.35004345032,984,"2"
"493",99,83.5230119380155,47.6854953468898,35.6507227861916,62.6077100926341,81,"3"
"494",99,316.545080685611,1969.67912908697,1892.07217689668,2049.79322582714,1820,"4"
"495",99,138.491462231271,178.230466757961,154.082003264636,205.263954393883,197,"5"
"496",100,467.892549238955,11931.6007849194,11741.04359926,12124.5952363842,11887,"1"
"497",100,240.191851449163,983.501749271354,929.682060300556,1039.73595818229,993,"2"
"498",100,94.7463651620583,58.7810383747179,41.533631282624,80.9130539712882,71,"3"
"499",100,316.059203800201,1993.42802364745,1866.54839899117,2126.49069325454,1838,"4"
"500",100,139.918827392278,144.056842452031,110.250116489844,184.630870730305,183,"5"
