"iteration","year","sex","estimate","ui","li","N_ID","total_est","total_ui","total_li"
592,2021,"female",37748.7107112296,43064.5195940128,33169.9733767673,47692,85440.7107112296,90756.5195940128,80861.9733767672
593,2015,"male",76033.8300483309,81977.1228136425,70568.6203594221,70188,146221.830048331,152165.122813643,140756.620359422
593,2016,"male",69271.7416632898,74154.0525055608,64746.6034650979,72772,142043.74166329,146926.052505561,137518.603465098
593,2017,"male",74915.9801406438,80156.6095737764,70053.4583942499,74562,149477.980140644,154718.609573776,144615.45839425
593,2018,"male",73939.4006213461,78890.3329709707,69329.8708515845,74112,148051.400621346,153002.332970971,143441.870851585
593,2019,"male",81367.8090860089,87483.249437499,75731.2130136229,74988,156355.809086009,162471.249437499,150719.213013623
593,2020,"male",75401.540497765,80796.7722649246,70406.9986687244,72176,147577.540497765,152972.772264925,142582.998668724
593,2021,"male",86875.2094006851,93556.5240552563,80731.9191493861,73301,160176.209400685,166857.524055256,154032.919149386
593,2015,"female",42508.0019745337,47755.5138266148,37898.5041202994,46027,88535.0019745337,93782.5138266148,83925.5041202994
593,2016,"female",46101.314590902,51686.2735215911,41192.674996512,47071,93172.314590902,98757.2735215911,88263.674996512
593,2017,"female",46216.0618992112,51746.7427267858,41338.1879685784,48862,95078.0618992112,100608.742726786,90200.1879685784
593,2018,"female",43888.6731244601,48911.7478735664,39437.3166202288,48517,92405.6731244601,97428.7478735664,87954.3166202288
593,2019,"female",42995.6564197095,48228.6300647667,38389.241354146,49059,92054.6564197095,97287.6300647667,87448.241354146
593,2020,"female",42442.8362517649,47844.7020131932,37719.1018415025,46961,89403.8362517649,94805.7020131932,84680.1018415025
593,2021,"female",45944.9474510765,52011.5919774409,40668.0539294733,47692,93636.9474510765,99703.5919774409,88360.0539294733
594,2015,"male",72178.7860774377,77708.340423161,67083.2946539293,70188,142366.786077438,147896.340423161,137271.294653929
594,2016,"male",67327.4318253047,72018.6474303404,62974.7106978069,72772,140099.431825305,144790.64743034,135746.710697807
594,2017,"male",73527.2362847741,78628.0418988656,68790.780640143,74562,148089.236284774,153190.041898866,143352.780640143
594,2018,"male",72019.3288677203,76781.0761306699,67580.8858218327,74112,146131.32886772,150893.07613067,141692.885821833
594,2019,"male",75267.2744767351,80366.7337744309,70525.8677946448,74988,150255.274476735,155354.733774431,145513.867794645
594,2020,"male",68218.9456167027,73265.0599192184,63557.0026045855,72176,140394.945616703,145441.059919218,135733.002604586
594,2021,"male",79001.144542438,85420.7200149063,73123.2188030093,73301,152302.144542438,158721.720014906,146424.218803009
594,2015,"female",38676.7874966008,43181.4476832789,34681.9270320405,46027,84703.7874966008,89208.4476832789,80708.9270320405
594,2016,"female",37509.0057446235,42157.3033797943,33438.6643094585,47071,84580.0057446235,89228.3033797943,80509.6643094585
594,2017,"female",40434.7751391256,45033.5398305064,36348.5373803346,48862,89296.7751391256,93895.5398305064,85210.5373803346
594,2018,"female",36944.7283634567,41273.6769039285,33118.8477727867,48517,85461.7283634567,89790.6769039285,81635.8477727867
594,2019,"female",38722.4606122911,43231.0450637027,34727.9701101542,49059,87781.4606122911,92290.0450637027,83786.9701101542
594,2020,"female",34852.4566262463,39526.1681984589,30794.2456330867,46961,81813.4566262463,86487.1681984589,77755.2456330867
594,2021,"female",36153.8848977088,41151.7379807522,31835.8621783721,47692,83845.8848977088,88843.7379807522,79527.8621783721
595,2015,"male",71276.9253444257,76711.2367415032,66266.7116899946,70188,141464.925344426,146899.236741503,136454.711689995
595,2016,"male",66859.554188402,71505.1904170645,62547.9983271979,72772,139631.554188402,144277.190417065,135319.998327198
595,2017,"male",73188.5495411974,78255.5000806385,68482.6417099521,74562,147750.549541197,152817.500080638,143044.641709952
595,2018,"male",69813.0736658306,74643.0066760674,65325.2088593127,74112,143925.073665831,148755.006676067,139437.208859313
595,2019,"male",74508.9313849733,79536.4495678867,69832.6859753859,74988,149496.931384973,154524.449567887,144820.685975386
595,2020,"male",67016.2168023641,71940.9230559752,62463.5491261635,72176,139192.216802364,144116.923055975,134639.549126164
595,2021,"male",77902.6502836358,84198.1600325189,72134.9922255028,73301,151203.650283636,157499.160032519,145435.992225503
595,2015,"female",35663.084594,40181.0768798222,31709.4785334851,46027,81690.084594,86208.0768798222,77736.4785334851
595,2016,"female",35935.6645536892,40313.9302508807,32091.9250546595,47071,83006.6645536892,87384.9302508807,79162.9250546595
595,2017,"female",37106.3479725628,41666.379433429,33101.1029373404,48862,85968.3479725628,90528.379433429,81963.1029373404
595,2018,"female",35658.1599997161,39779.7434448007,32008.3869421603,48517,84175.1599997161,88296.7434448007,80525.3869421603
595,2019,"female",37831.6701611353,42192.9987820774,33962.166304889,49059,86890.6701611353,91251.9987820774,83021.166304889
595,2020,"female",33590.9684818473,38022.001130413,29733.5302333287,46961,80551.9684818473,84983.001130413,76694.5302333287
595,2021,"female",34703.1038793252,39417.2615687542,30618.5781921734,47692,82395.1038793252,87109.2615687542,78310.5781921734
596,2015,"male",77064.5743335021,83120.3056908783,71499.0907465349,70188,147252.574333502,153308.305690878,141687.090746535
596,2016,"male",69776.8568698862,74709.2567169693,65206.5707338497,72772,142548.856869886,147481.256716969,137978.57073385
596,2017,"male",75271.9037520118,80548.6305163395,70376.8621065207,74562,149833.903752012,155110.630516339,144938.862106521
596,2018,"male",74430.135710924,79429.2915970003,69776.9955021222,74112,148542.135710924,153541.291597,143888.995502122
596,2019,"male",83410.5318335559,89755.7844407709,77569.5383054051,74988,158398.531833556,164743.784440771,152557.538305405
596,2020,"male",76343.1574106559,81837.6323322133,71259.555389273,72176,148519.157410656,154013.632332213,143435.555389273
596,2021,"male",87889.0995322604,94683.890409801,81644.7271052834,73301,161190.09953226,167984.890409801,154945.727105283
596,2015,"female",43749.2498175692,49217.5399170774,38955.5205148443,46027,89776.2498175692,95244.5399170774,84982.5205148443
596,2016,"female",47700.0317784489,53564.1306512308,42557.8491864135,47071,94771.0317784489,100635.130651231,89628.8491864135
596,2017,"female",47373.3004199699,53137.3533532461,42303.5979378489,48862,96235.3004199699,101999.353353246,91165.5979378489
596,2018,"female",45188.1816485405,50423.2505815595,40557.2385636025,48517,93705.1816485405,98940.2505815595,89074.2385636025
596,2019,"female",44161.8160523736,49604.5879828262,39379.8195896351,49059,93220.8160523736,98663.5879828262,88438.8195896351
596,2020,"female",43952.0414400339,49638.3657387013,38992.3491203001,46961,90913.0414400339,96599.3657387013,85953.3491203001
596,2021,"female",46894.3490303913,53195.8730106778,41428.587225927,47692,94586.3490303913,100887.873010678,89120.587225927
597,2015,"male",74054.834311076,79784.394522015,68780.4697877851,70188,144242.834311076,149972.394522015,138968.469787785
597,2016,"male",68284.699172818,73069.6597301849,63847.3614559259,72772,141056.699172818,145841.659730185,136619.361455926
597,2017,"male",74214.7145438964,79384.5354358123,69416.0144594836,74562,148776.714543896,153946.535435812,143978.014459484
597,2018,"male",72978.2497601861,77835.3627457926,68453.6225299725,74112,147090.249760186,151947.362745793,142565.622529972
597,2019,"male",76837.9839333267,82087.5681864896,71960.7096562169,74988,151825.983933327,157075.56818649,146948.709656217
597,2020,"male",70716.4303913581,76033.0859219347,65811.7523857375,72176,142892.430391358,148209.085921935,137987.752385737
597,2021,"male",81322.4237558968,88021.884007043,75196.7341257345,73301,154623.423755897,161322.884007043,148497.734125734
597,2015,"female",40229.2035066453,45081.446805071,35951.0785059432,46027,86256.2035066453,91108.446805071,81978.0785059432
597,2016,"female",41130.9404587257,46419.8724620498,36525.8724285242,47071,88201.9404587257,93490.8724620498,83596.8724285242
597,2017,"female",43024.3714819116,48033.2787051483,38588.7971815709,48862,91886.3714819116,96895.2787051483,87450.7971815709
597,2018,"female",41514.7326212631,46159.0465087463,37385.4648345417,48517,90031.7326212631,94676.0465087463,85902.4648345417
597,2019,"female",40603.8654857564,45428.1872960131,36342.2155367492,49059,89662.8654857564,94487.1872960131,85401.2155367492
597,2020,"female",39681.3206765727,44592.4814187606,35368.351388375,46961,86642.3206765727,91553.4814187606,82329.351388375
597,2021,"female",40197.2590720145,45943.8314680809,35260.2774458125,47692,87889.2590720145,93635.8314680809,82952.2774458125
598,2015,"male",71276.9253444257,76711.2367415032,66266.7116899946,70188,141464.925344426,146899.236741503,136454.711689995
598,2016,"male",66859.554188402,71505.1904170645,62547.9983271979,72772,139631.554188402,144277.190417065,135319.998327198
598,2017,"male",73188.5495411974,78255.5000806385,68482.6417099521,74562,147750.549541197,152817.500080638,143044.641709952
598,2018,"male",69813.0736658306,74643.0066760674,65325.2088593127,74112,143925.073665831,148755.006676067,139437.208859313
598,2019,"male",74508.9313849733,79536.4495678867,69832.6859753859,74988,149496.931384973,154524.449567887,144820.685975386
598,2020,"male",67016.2168023641,71940.9230559752,62463.5491261635,72176,139192.216802364,144116.923055975,134639.549126164
598,2021,"male",77902.6502836358,84198.1600325189,72134.9922255028,73301,151203.650283636,157499.160032519,145435.992225503
598,2015,"female",35663.084594,40181.0768798222,31709.4785334851,46027,81690.084594,86208.0768798222,77736.4785334851
598,2016,"female",35935.6645536892,40313.9302508807,32091.9250546595,47071,83006.6645536892,87384.9302508807,79162.9250546595
598,2017,"female",37106.3479725628,41666.379433429,33101.1029373404,48862,85968.3479725628,90528.379433429,81963.1029373404
598,2018,"female",35658.1599997161,39779.7434448007,32008.3869421603,48517,84175.1599997161,88296.7434448007,80525.3869421603
598,2019,"female",37831.6701611353,42192.9987820774,33962.166304889,49059,86890.6701611353,91251.9987820774,83021.166304889
598,2020,"female",33590.9684818473,38022.001130413,29733.5302333287,46961,80551.9684818473,84983.001130413,76694.5302333287
598,2021,"female",34703.1038793252,39417.2615687542,30618.5781921734,47692,82395.1038793252,87109.2615687542,78310.5781921734
599,2015,"male",72178.7860774377,77708.340423161,67083.2946539293,70188,142366.786077438,147896.340423161,137271.294653929
599,2016,"male",67327.4318253047,72018.6474303404,62974.7106978069,72772,140099.431825305,144790.64743034,135746.710697807
599,2017,"male",73527.2362847741,78628.0418988656,68790.780640143,74562,148089.236284774,153190.041898866,143352.780640143
599,2018,"male",72019.3288677203,76781.0761306699,67580.8858218327,74112,146131.32886772,150893.07613067,141692.885821833
599,2019,"male",75267.2744767351,80366.7337744309,70525.8677946448,74988,150255.274476735,155354.733774431,145513.867794645
599,2020,"male",68218.9456167027,73265.0599192184,63557.0026045855,72176,140394.945616703,145441.059919218,135733.002604586
599,2021,"male",79001.144542438,85420.7200149063,73123.2188030093,73301,152302.144542438,158721.720014906,146424.218803009
599,2015,"female",38676.7874966008,43181.4476832789,34681.9270320405,46027,84703.7874966008,89208.4476832789,80708.9270320405
599,2016,"female",37509.0057446235,42157.3033797943,33438.6643094585,47071,84580.0057446235,89228.3033797943,80509.6643094585
599,2017,"female",40434.7751391256,45033.5398305064,36348.5373803346,48862,89296.7751391256,93895.5398305064,85210.5373803346
599,2018,"female",36944.7283634567,41273.6769039285,33118.8477727867,48517,85461.7283634567,89790.6769039285,81635.8477727867
599,2019,"female",38722.4606122911,43231.0450637027,34727.9701101542,49059,87781.4606122911,92290.0450637027,83786.9701101542
599,2020,"female",34852.4566262463,39526.1681984589,30794.2456330867,46961,81813.4566262463,86487.1681984589,77755.2456330867
599,2021,"female",36153.8848977088,41151.7379807522,31835.8621783721,47692,83845.8848977088,88843.7379807522,79527.8621783721
600,2015,"male",84127.8712646445,91641.6163596095,77310.2059174541,70188,154315.871264644,161829.616359609,147498.205917454
600,2016,"male",73332.2060551209,79089.9808249941,68048.1345082581,72772,146104.206055121,151861.980824994,140820.134508258
600,2017,"male",76374.8255098769,81769.3462929297,71374.0776672843,74562,150936.825509877,156331.34629293,145936.077667284
600,2018,"male",77964.3690003662,83594.6054007205,72753.5343151413,74112,152076.369000366,157706.60540072,146865.534315141
600,2019,"male",88787.8244766964,95703.4903079303,82436.50239457,74988,163775.824476696,170691.49030793,157424.50239457
600,2020,"male",79328.286957419,85142.4149258906,73958.3369060815,72176,151504.286957419,157318.414925891,146134.336906082
600,2021,"male",91107.1039045621,98266.4116223257,84538.4851376343,73301,164408.103904562,171567.411622326,157839.485137634
600,2015,"female",53747.1104754807,61848.3366169351,46858.5235270597,46027,99774.1104754807,107875.336616935,92885.5235270597
600,2016,"female",56970.4758124693,65483.2712807267,49733.280520306,47071,104041.475812469,112554.271280727,96804.280520306
600,2017,"female",57650.8713470214,66057.6805307203,50465.9370130964,48862,106512.871347021,114919.68053072,99327.9370130964
600,2018,"female",49480.9146657085,55454.6249554954,44229.3670545199,48517,97997.9146657085,103971.624955495,92746.3670545199
600,2019,"female",51633.2604063867,59458.3858554141,44988.0324577076,49059,100692.260406387,108517.385855414,94047.0324577076
600,2020,"female",49364.9178122569,56087.186874322,43549.7779270442,46961,96325.9178122569,103048.186874322,90510.7779270442
600,2021,"female",51738.075173823,59052.1018600802,45448.4656805095,47692,99430.075173823,106744.10186008,93140.4656805095
601,2015,"male",72178.7860774377,77708.340423161,67083.2946539293,70188,142366.786077438,147896.340423161,137271.294653929
601,2016,"male",67327.4318253047,72018.6474303404,62974.7106978069,72772,140099.431825305,144790.64743034,135746.710697807
601,2017,"male",73527.2362847741,78628.0418988656,68790.780640143,74562,148089.236284774,153190.041898866,143352.780640143
601,2018,"male",72019.3288677203,76781.0761306699,67580.8858218327,74112,146131.32886772,150893.07613067,141692.885821833
601,2019,"male",75267.2744767351,80366.7337744309,70525.8677946448,74988,150255.274476735,155354.733774431,145513.867794645
601,2020,"male",68218.9456167027,73265.0599192184,63557.0026045855,72176,140394.945616703,145441.059919218,135733.002604586
601,2021,"male",79001.144542438,85420.7200149063,73123.2188030093,73301,152302.144542438,158721.720014906,146424.218803009
601,2015,"female",38676.7874966008,43181.4476832789,34681.9270320405,46027,84703.7874966008,89208.4476832789,80708.9270320405
601,2016,"female",37509.0057446235,42157.3033797943,33438.6643094585,47071,84580.0057446235,89228.3033797943,80509.6643094585
601,2017,"female",40434.7751391256,45033.5398305064,36348.5373803346,48862,89296.7751391256,93895.5398305064,85210.5373803346
601,2018,"female",36944.7283634567,41273.6769039285,33118.8477727867,48517,85461.7283634567,89790.6769039285,81635.8477727867
601,2019,"female",38722.4606122911,43231.0450637027,34727.9701101542,49059,87781.4606122911,92290.0450637027,83786.9701101542
601,2020,"female",34852.4566262463,39526.1681984589,30794.2456330867,46961,81813.4566262463,86487.1681984589,77755.2456330867
601,2021,"female",36153.8848977088,41151.7379807522,31835.8621783721,47692,83845.8848977088,88843.7379807522,79527.8621783721
602,2015,"male",84127.8712646445,91641.6163596095,77310.2059174541,70188,154315.871264644,161829.616359609,147498.205917454
602,2016,"male",73332.2060551209,79089.9808249941,68048.1345082581,72772,146104.206055121,151861.980824994,140820.134508258
602,2017,"male",76374.8255098769,81769.3462929297,71374.0776672843,74562,150936.825509877,156331.34629293,145936.077667284
602,2018,"male",77964.3690003662,83594.6054007205,72753.5343151413,74112,152076.369000366,157706.60540072,146865.534315141
602,2019,"male",88787.8244766964,95703.4903079303,82436.50239457,74988,163775.824476696,170691.49030793,157424.50239457
602,2020,"male",79328.286957419,85142.4149258906,73958.3369060815,72176,151504.286957419,157318.414925891,146134.336906082
602,2021,"male",91107.1039045621,98266.4116223257,84538.4851376343,73301,164408.103904562,171567.411622326,157839.485137634
602,2015,"female",53747.1104754807,61848.3366169351,46858.5235270597,46027,99774.1104754807,107875.336616935,92885.5235270597
602,2016,"female",56970.4758124693,65483.2712807267,49733.280520306,47071,104041.475812469,112554.271280727,96804.280520306
602,2017,"female",57650.8713470214,66057.6805307203,50465.9370130964,48862,106512.871347021,114919.68053072,99327.9370130964
602,2018,"female",49480.9146657085,55454.6249554954,44229.3670545199,48517,97997.9146657085,103971.624955495,92746.3670545199
602,2019,"female",51633.2604063867,59458.3858554141,44988.0324577076,49059,100692.260406387,108517.385855414,94047.0324577076
602,2020,"female",49364.9178122569,56087.186874322,43549.7779270442,46961,96325.9178122569,103048.186874322,90510.7779270442
602,2021,"female",51738.075173823,59052.1018600802,45448.4656805095,47692,99430.075173823,106744.10186008,93140.4656805095
603,2015,"male",76033.8300483309,81977.1228136425,70568.6203594221,70188,146221.830048331,152165.122813643,140756.620359422
603,2016,"male",69271.7416632898,74154.0525055608,64746.6034650979,72772,142043.74166329,146926.052505561,137518.603465098
603,2017,"male",74915.9801406438,80156.6095737764,70053.4583942499,74562,149477.980140644,154718.609573776,144615.45839425
603,2018,"male",73939.4006213461,78890.3329709707,69329.8708515845,74112,148051.400621346,153002.332970971,143441.870851585
603,2019,"male",81367.8090860089,87483.249437499,75731.2130136229,74988,156355.809086009,162471.249437499,150719.213013623
603,2020,"male",75401.540497765,80796.7722649246,70406.9986687244,72176,147577.540497765,152972.772264925,142582.998668724
603,2021,"male",86875.2094006851,93556.5240552563,80731.9191493861,73301,160176.209400685,166857.524055256,154032.919149386
603,2015,"female",42508.0019745337,47755.5138266148,37898.5041202994,46027,88535.0019745337,93782.5138266148,83925.5041202994
603,2016,"female",46101.314590902,51686.2735215911,41192.674996512,47071,93172.314590902,98757.2735215911,88263.674996512
603,2017,"female",46216.0618992112,51746.7427267858,41338.1879685784,48862,95078.0618992112,100608.742726786,90200.1879685784
603,2018,"female",43888.6731244601,48911.7478735664,39437.3166202288,48517,92405.6731244601,97428.7478735664,87954.3166202288
603,2019,"female",42995.6564197095,48228.6300647667,38389.241354146,49059,92054.6564197095,97287.6300647667,87448.241354146
603,2020,"female",42442.8362517649,47844.7020131932,37719.1018415025,46961,89403.8362517649,94805.7020131932,84680.1018415025
603,2021,"female",45944.9474510765,52011.5919774409,40668.0539294733,47692,93636.9474510765,99703.5919774409,88360.0539294733
604,2015,"male",74054.834311076,79784.394522015,68780.4697877851,70188,144242.834311076,149972.394522015,138968.469787785
604,2016,"male",68284.699172818,73069.6597301849,63847.3614559259,72772,141056.699172818,145841.659730185,136619.361455926
604,2017,"male",74214.7145438964,79384.5354358123,69416.0144594836,74562,148776.714543896,153946.535435812,143978.014459484
604,2018,"male",72978.2497601861,77835.3627457926,68453.6225299725,74112,147090.249760186,151947.362745793,142565.622529972
604,2019,"male",76837.9839333267,82087.5681864896,71960.7096562169,74988,151825.983933327,157075.56818649,146948.709656217
604,2020,"male",70716.4303913581,76033.0859219347,65811.7523857375,72176,142892.430391358,148209.085921935,137987.752385737
604,2021,"male",81322.4237558968,88021.884007043,75196.7341257345,73301,154623.423755897,161322.884007043,148497.734125734
604,2015,"female",40229.2035066453,45081.446805071,35951.0785059432,46027,86256.2035066453,91108.446805071,81978.0785059432
604,2016,"female",41130.9404587257,46419.8724620498,36525.8724285242,47071,88201.9404587257,93490.8724620498,83596.8724285242
604,2017,"female",43024.3714819116,48033.2787051483,38588.7971815709,48862,91886.3714819116,96895.2787051483,87450.7971815709
604,2018,"female",41514.7326212631,46159.0465087463,37385.4648345417,48517,90031.7326212631,94676.0465087463,85902.4648345417
604,2019,"female",40603.8654857564,45428.1872960131,36342.2155367492,49059,89662.8654857564,94487.1872960131,85401.2155367492
604,2020,"female",39681.3206765727,44592.4814187606,35368.351388375,46961,86642.3206765727,91553.4814187606,82329.351388375
604,2021,"female",40197.2590720145,45943.8314680809,35260.2774458125,47692,87889.2590720145,93635.8314680809,82952.2774458125
605,2015,"male",77064.5743335021,83120.3056908783,71499.0907465349,70188,147252.574333502,153308.305690878,141687.090746535
605,2016,"male",69776.8568698862,74709.2567169693,65206.5707338497,72772,142548.856869886,147481.256716969,137978.57073385
605,2017,"male",75271.9037520118,80548.6305163395,70376.8621065207,74562,149833.903752012,155110.630516339,144938.862106521
605,2018,"male",74430.135710924,79429.2915970003,69776.9955021222,74112,148542.135710924,153541.291597,143888.995502122
605,2019,"male",83410.5318335559,89755.7844407709,77569.5383054051,74988,158398.531833556,164743.784440771,152557.538305405
605,2020,"male",76343.1574106559,81837.6323322133,71259.555389273,72176,148519.157410656,154013.632332213,143435.555389273
605,2021,"male",87889.0995322604,94683.890409801,81644.7271052834,73301,161190.09953226,167984.890409801,154945.727105283
605,2015,"female",43749.2498175692,49217.5399170774,38955.5205148443,46027,89776.2498175692,95244.5399170774,84982.5205148443
605,2016,"female",47700.0317784489,53564.1306512308,42557.8491864135,47071,94771.0317784489,100635.130651231,89628.8491864135
605,2017,"female",47373.3004199699,53137.3533532461,42303.5979378489,48862,96235.3004199699,101999.353353246,91165.5979378489
605,2018,"female",45188.1816485405,50423.2505815595,40557.2385636025,48517,93705.1816485405,98940.2505815595,89074.2385636025
605,2019,"female",44161.8160523736,49604.5879828262,39379.8195896351,49059,93220.8160523736,98663.5879828262,88438.8195896351
605,2020,"female",43952.0414400339,49638.3657387013,38992.3491203001,46961,90913.0414400339,96599.3657387013,85953.3491203001
605,2021,"female",46894.3490303913,53195.8730106778,41428.587225927,47692,94586.3490303913,100887.873010678,89120.587225927
606,2015,"male",74054.834311076,79784.394522015,68780.4697877851,70188,144242.834311076,149972.394522015,138968.469787785
606,2016,"male",68284.699172818,73069.6597301849,63847.3614559259,72772,141056.699172818,145841.659730185,136619.361455926
606,2017,"male",74214.7145438964,79384.5354358123,69416.0144594836,74562,148776.714543896,153946.535435812,143978.014459484
606,2018,"male",72978.2497601861,77835.3627457926,68453.6225299725,74112,147090.249760186,151947.362745793,142565.622529972
606,2019,"male",76837.9839333267,82087.5681864896,71960.7096562169,74988,151825.983933327,157075.56818649,146948.709656217
606,2020,"male",70716.4303913581,76033.0859219347,65811.7523857375,72176,142892.430391358,148209.085921935,137987.752385737
606,2021,"male",81322.4237558968,88021.884007043,75196.7341257345,73301,154623.423755897,161322.884007043,148497.734125734
606,2015,"female",40229.2035066453,45081.446805071,35951.0785059432,46027,86256.2035066453,91108.446805071,81978.0785059432
606,2016,"female",41130.9404587257,46419.8724620498,36525.8724285242,47071,88201.9404587257,93490.8724620498,83596.8724285242
606,2017,"female",43024.3714819116,48033.2787051483,38588.7971815709,48862,91886.3714819116,96895.2787051483,87450.7971815709
606,2018,"female",41514.7326212631,46159.0465087463,37385.4648345417,48517,90031.7326212631,94676.0465087463,85902.4648345417
606,2019,"female",40603.8654857564,45428.1872960131,36342.2155367492,49059,89662.8654857564,94487.1872960131,85401.2155367492
606,2020,"female",39681.3206765727,44592.4814187606,35368.351388375,46961,86642.3206765727,91553.4814187606,82329.351388375
606,2021,"female",40197.2590720145,45943.8314680809,35260.2774458125,47692,87889.2590720145,93635.8314680809,82952.2774458125
607,2015,"male",82149.7548285075,89417.3397745471,75548.4182470432,70188,152337.754828507,159605.339774547,145736.418247043
607,2016,"male",70811.1770290287,75846.7145816058,66147.9859674522,72772,143583.177029029,148618.714581606,138919.985967452
607,2017,"male",75994.5800566092,81344.9304205924,71033.2439102801,74562,150556.580056609,155906.930420592,145595.24391028
607,2018,"male",75432.2707387016,80530.5915700303,70689.5156465042,74112,149544.270738702,154642.59157003,144801.515646504
607,2019,"male",86912.5361368603,93627.7581116899,80740.3854333669,74988,161900.53613686,168615.75811169,155728.385433367
607,2020,"male",78305.6312779522,84009.3835045563,73034.4697780384,72176,150481.631277952,156185.383504556,145210.469778038
607,2021,"male",90003.7891745325,97037.378515675,83546.9221625863,73301,163304.789174533,170338.378515675,156847.922162586
607,2015,"female",50900.7313306815,58377.5345826808,44515.1533455808,46027,96927.7313306815,104404.534582681,90542.1533455808
607,2016,"female",51277.8204160601,57786.6033846905,45599.3246845444,47071,98348.8204160601,104857.603384691,92670.3246845444
607,2017,"female",54422.4343491116,62172.0313879395,47772.4504219122,48862,103284.434349112,111034.03138794,96634.4504219122
607,2018,"female",47952.2474117722,53659.4644445885,42923.9781849197,48517,96469.2474117722,102176.464444588,91440.9781849197
607,2019,"female",46931.3279124808,52871.8677139093,41733.1907761392,49059,95990.3279124808,101930.867713909,90792.1907761392
607,2020,"female",47407.9261894981,53748.6900081551,41906.6946120116,46961,94368.9261894981,100709.690008155,88867.6946120116
607,2021,"female",49952.8766112815,56879.5437379957,43976.4939587325,47692,97644.8766112815,104571.543737996,91668.4939587325
608,2015,"male",84127.8712646445,91641.6163596095,77310.2059174541,70188,154315.871264644,161829.616359609,147498.205917454
608,2016,"male",73332.2060551209,79089.9808249941,68048.1345082581,72772,146104.206055121,151861.980824994,140820.134508258
608,2017,"male",76374.8255098769,81769.3462929297,71374.0776672843,74562,150936.825509877,156331.34629293,145936.077667284
608,2018,"male",77964.3690003662,83594.6054007205,72753.5343151413,74112,152076.369000366,157706.60540072,146865.534315141
608,2019,"male",88787.8244766964,95703.4903079303,82436.50239457,74988,163775.824476696,170691.49030793,157424.50239457
608,2020,"male",79328.286957419,85142.4149258906,73958.3369060815,72176,151504.286957419,157318.414925891,146134.336906082
608,2021,"male",91107.1039045621,98266.4116223257,84538.4851376343,73301,164408.103904562,171567.411622326,157839.485137634
608,2015,"female",53747.1104754807,61848.3366169351,46858.5235270597,46027,99774.1104754807,107875.336616935,92885.5235270597
608,2016,"female",56970.4758124693,65483.2712807267,49733.280520306,47071,104041.475812469,112554.271280727,96804.280520306
608,2017,"female",57650.8713470214,66057.6805307203,50465.9370130964,48862,106512.871347021,114919.68053072,99327.9370130964
608,2018,"female",49480.9146657085,55454.6249554954,44229.3670545199,48517,97997.9146657085,103971.624955495,92746.3670545199
608,2019,"female",51633.2604063867,59458.3858554141,44988.0324577076,49059,100692.260406387,108517.385855414,94047.0324577076
608,2020,"female",49364.9178122569,56087.186874322,43549.7779270442,46961,96325.9178122569,103048.186874322,90510.7779270442
608,2021,"female",51738.075173823,59052.1018600802,45448.4656805095,47692,99430.075173823,106744.10186008,93140.4656805095
609,2015,"male",84127.8712646445,91641.6163596095,77310.2059174541,70188,154315.871264644,161829.616359609,147498.205917454
609,2016,"male",73332.2060551209,79089.9808249941,68048.1345082581,72772,146104.206055121,151861.980824994,140820.134508258
609,2017,"male",76374.8255098769,81769.3462929297,71374.0776672843,74562,150936.825509877,156331.34629293,145936.077667284
609,2018,"male",77964.3690003662,83594.6054007205,72753.5343151413,74112,152076.369000366,157706.60540072,146865.534315141
609,2019,"male",88787.8244766964,95703.4903079303,82436.50239457,74988,163775.824476696,170691.49030793,157424.50239457
609,2020,"male",79328.286957419,85142.4149258906,73958.3369060815,72176,151504.286957419,157318.414925891,146134.336906082
609,2021,"male",91107.1039045621,98266.4116223257,84538.4851376343,73301,164408.103904562,171567.411622326,157839.485137634
609,2015,"female",53747.1104754807,61848.3366169351,46858.5235270597,46027,99774.1104754807,107875.336616935,92885.5235270597
609,2016,"female",56970.4758124693,65483.2712807267,49733.280520306,47071,104041.475812469,112554.271280727,96804.280520306
609,2017,"female",57650.8713470214,66057.6805307203,50465.9370130964,48862,106512.871347021,114919.68053072,99327.9370130964
609,2018,"female",49480.9146657085,55454.6249554954,44229.3670545199,48517,97997.9146657085,103971.624955495,92746.3670545199
609,2019,"female",51633.2604063867,59458.3858554141,44988.0324577076,49059,100692.260406387,108517.385855414,94047.0324577076
609,2020,"female",49364.9178122569,56087.186874322,43549.7779270442,46961,96325.9178122569,103048.186874322,90510.7779270442
609,2021,"female",51738.075173823,59052.1018600802,45448.4656805095,47692,99430.075173823,106744.10186008,93140.4656805095
610,2015,"male",76033.8300483309,81977.1228136425,70568.6203594221,70188,146221.830048331,152165.122813643,140756.620359422
610,2016,"male",69271.7416632898,74154.0525055608,64746.6034650979,72772,142043.74166329,146926.052505561,137518.603465098
610,2017,"male",74915.9801406438,80156.6095737764,70053.4583942499,74562,149477.980140644,154718.609573776,144615.45839425
610,2018,"male",73939.4006213461,78890.3329709707,69329.8708515845,74112,148051.400621346,153002.332970971,143441.870851585
610,2019,"male",81367.8090860089,87483.249437499,75731.2130136229,74988,156355.809086009,162471.249437499,150719.213013623
610,2020,"male",75401.540497765,80796.7722649246,70406.9986687244,72176,147577.540497765,152972.772264925,142582.998668724
