iteration,aic,estimate,lower_ci,upper_ci,ground,group,corr,obf,pct_diff
24,692.4956723,2975.094557,2899.542339,3052.397186,2903,Male,TRUE,TRUE,-2.483450132
24,416.2786138,37.57581834,31.91465401,44.0791072,34,Asian/PI,TRUE,TRUE,-10.51711275
24,547.040798,275.8649529,254.8354056,298.4340812,248,Black,TRUE,TRUE,-11.23586811
24,584.5260289,486.7138237,458.5628304,516.410315,521,Hispanic,TRUE,TRUE,6.580839977
24,451.5989331,66.64496399,58.81017138,75.38463294,47,Other,TRUE,TRUE,-41.79779572
24,722.9414974,4071.597414,3980.206627,4164.84481,4047,White,TRUE,TRUE,-0.607793784
24,400.9668984,13.47869599,10.236588,17.6087154,15,1_10,TRUE,TRUE,10.14202675
24,487.912719,159.6563701,146.7405109,173.5777699,122,11_20,TRUE,TRUE,-30.86587711
24,643.1511939,1309.847457,1260.599124,1360.803994,1326,21_30,TRUE,TRUE,1.218140526
24,645.517928,1296.871763,1248.028528,1347.412193,1337,31_40,TRUE,TRUE,3.001364021
24,629.6789858,967.9001054,923.6423745,1014.028943,912,41_50,TRUE,TRUE,-6.129397526
24,602.9698574,759.5470727,722.0572059,798.7630834,750,51_60,TRUE,TRUE,-1.272943033
24,557.1237759,253.41606,234.1991318,274.0288452,247,61_70,TRUE,TRUE,-2.597595134
24,466.1686396,56.45772602,49.93310233,63.73417984,62,71_80,TRUE,TRUE,8.939151576
24,390.1647831,28.99166703,24.09530331,34.75912496,24,81_90,TRUE,TRUE,-20.79861262
24,184.5351768,3,1.945882902,4.545467393,3,91_100,TRUE,TRUE,-1.0066E-12
24,732.4404592,4796.440519,4697.992746,4896.714006,4894,base,TRUE,TRUE,1.993450776
25,419.6042252,34381.52743,33574.18434,35207.20132,35046,Female,FALSE,FALSE,1.896001163
25,458.3594263,53892.26851,53070.96308,54725.8203,53056,Male,FALSE,FALSE,-1.5761997
25,169.658222,614.5237588,534.207935,706.3169798,620,Asian/PI,FALSE,FALSE,0.883264708
25,282.0634921,4894.38392,4660.075378,5139.921052,4692,Black,FALSE,FALSE,-4.313382784
25,343.8094237,8880.785195,8562.365717,9210.501145,8877,Hispanic,FALSE,FALSE,-0.042640473
25,199.4863787,910.4669683,816.5476917,1014.587383,983,Other,FALSE,FALSE,7.378741778
25,469.5573467,73685.13908,72537.40803,74849.70792,72787,White,FALSE,FALSE,-1.233927876
25,150.5533792,243.1848638,197.7474581,298.3945992,283,1_10,FALSE,FALSE,14.06895272
25,253.0058701,2266.716766,2113.326778,2430.670005,2436,11_20,FALSE,FALSE,6.949229658
25,397.9848447,23783.26853,23265.57673,24311.93846,23847,21_30,FALSE,FALSE,0.267251526
25,388.8572166,24314.52169,23786.35771,24853.89202,24487,31_40,FALSE,FALSE,0.704366857
25,381.9633732,17009.12553,16564.65186,17465.02824,17171,41_50,FALSE,FALSE,0.942720094
25,354.8357625,13449.53083,13061.69422,13848.34153,13700,51_60,FALSE,FALSE,1.828242123
25,275.9145332,4458.149011,4237.388289,4689.840933,4600,61_70,FALSE,FALSE,3.083717151
25,209.6849495,1192.308289,1075.505881,1321.294269,1157,71_80,FALSE,FALSE,-3.051710376
25,164.5794329,539.9408114,462.7470632,629.5311277,546,81_90,FALSE,FALSE,1.109741509
25,68.98117305,74.04988652,46.89882524,116.7067105,53,91_100,FALSE,FALSE,-39.71676702
25,468.0920605,87752.35564,86749.65759,88766.10535,88003,base,FALSE,FALSE,0.284813428
25,445.2118367,35424.83991,34785.52214,36075.37607,35129,Female,FALSE,TRUE,-0.842152964
25,471.0446624,53032.16168,52253.39948,53821.99988,53068,Male,FALSE,TRUE,0.067532827
25,205.1432127,649.1657785,532.8080227,789.5436827,558,Asian/PI,FALSE,TRUE,-16.33795313
25,318.0141829,4699.889704,4472.070155,4938.764282,4838,Black,FALSE,TRUE,2.854698133
25,350.8974381,9128.535576,8803.618972,9464.924606,8833,Hispanic,FALSE,TRUE,-3.345812018
25,233.3809848,949.3551693,838.661199,1073.623653,1009,Other,FALSE,TRUE,5.911281533
25,506.4814341,73095.31857,72178.20815,74023.54834,72609,White,FALSE,TRUE,-0.669777258
25,143.8015989,276.4913563,219.3915248,348.1128267,244,1_10,FALSE,TRUE,-13.31612962
25,273.0451965,2455.00518,2289.30274,2632.152942,2415,11_20,FALSE,TRUE,-1.656529192
25,423.1869667,24178.16551,23652.50131,24714.97059,24113,21_30,FALSE,TRUE,-0.270250531
25,425.0186261,24484.48284,23953.59632,25026.60261,24299,31_40,FALSE,TRUE,-0.763335293
25,423.088041,17357.80569,16911.8213,17815.01481,17014,41_50,FALSE,TRUE,-2.020722261
25,379.2513921,13757.26359,13358.5395,14167.37183,13564,51_60,FALSE,TRUE,-1.424827382
25,333.496336,4589.027318,4357.844191,4831.978695,4462,61_70,FALSE,TRUE,-2.846869521
25,223.2167253,1203.596958,1084.888536,1334.753183,1116,71_80,FALSE,TRUE,-7.849189758
25,206.471682,513.4248327,436.2736152,603.7266858,529,81_90,FALSE,TRUE,2.944266021
25,96.33078163,44.53046349,17.17599876,114.7599495,71,91_100,FALSE,TRUE,37.28103734
25,554.374948,88862.97639,87844.03226,89893.22386,88232,base,FALSE,TRUE,-0.71513327
25,660.1358484,1914.109183,1854.294044,1975.638758,1951,Female,TRUE,FALSE,1.890867103
25,693.6257152,2944.677429,2869.804609,3021.287131,2921,Male,TRUE,FALSE,-0.810593259
25,409.1917999,34.6288662,29.6396684,40.34829626,41,Asian/PI,TRUE,FALSE,15.53935073
25,572.3517842,306.5956213,285.3666372,329.2234729,259,Black,TRUE,FALSE,-18.37668777
25,581.1687905,451.2466529,423.994315,480.0517439,488,Hispanic,TRUE,FALSE,7.531423592
25,443.3894542,63.5000921,55.9538688,71.94456599,59,Other,TRUE,FALSE,-7.627274753
25,716.3317264,4040.727717,3953.009009,4130.177902,3956,White,TRUE,FALSE,-2.141752198
25,346.9196026,13.64907855,11.02189903,16.80940711,13,1_10,TRUE,FALSE,-4.992911888
25,491.3935546,118.964394,106.7584042,132.4149946,142,11_20,TRUE,FALSE,16.22225774
25,647.6072499,1359.421447,1308.59891,1411.996526,1344,21_30,TRUE,FALSE,-1.147429067
25,644.2640048,1348.258445,1297.927674,1400.322266,1247,31_40,TRUE,FALSE,-8.120164011
25,623.217853,952.5499963,908.92041,998.0273584,939,41_50,TRUE,FALSE,-1.443024097
25,633.226917,739.3813765,703.9895125,776.3515384,790,51_60,TRUE,FALSE,6.407420692
25,528.136737,258.8467521,239.0575639,280.0957596,249,61_70,TRUE,FALSE,-3.954518919
25,445.2596368,77.37194597,69.21881575,86.36518079,58,71_80,TRUE,FALSE,-33.39990685
25,419.70398,33.65304601,28.63445374,39.4298604,27,81_90,TRUE,FALSE,-24.64091115
25,246.9520847,2.795545153,1.804988931,4.230508969,NA,NA,TRUE,FALSE,#VALUE!
25,736.6058803,4982.758459,4884.492187,5082.783567,4791,base,TRUE,FALSE,-4.002472532
25,656.791977,1862.906059,1802.370955,1925.237979,2007,Female,TRUE,TRUE,7.179568549
25,698.0309779,2900.027243,2823.575089,2978.310089,2919,Male,TRUE,TRUE,0.649974539
25,398.5360976,33.461289,28.24767908,39.5012763,40,Asian/PI,TRUE,TRUE,16.34677749
25,544.4657674,244.0851132,224.9723419,264.6506846,266,Black,TRUE,TRUE,8.238679259
25,572.8986319,458.9379209,432.3189888,487.0138654,437,Hispanic,TRUE,TRUE,-5.020119199
25,451.9493138,63.3545621,56.20154706,71.30292139,61,Other,TRUE,TRUE,-3.859937868
25,711.3872047,4122.306877,4033.040044,4213.331306,3985,White,TRUE,TRUE,-3.445592894
25,362.1693949,11.51917232,9.470658211,13.95604182,18,1_10,TRUE,TRUE,36.0045982
25,494.9304824,125.4517048,113.3273905,138.7546803,125,11_20,TRUE,TRUE,-0.361363806
25,666.6473414,1360.085019,1309.399564,1412.512639,1327,21_30,TRUE,TRUE,-2.49321921
25,637.8738044,1347.344958,1296.926692,1399.503616,1319,31_40,TRUE,TRUE,-2.148973306
25,613.9916426,911.5221484,869.419736,955.4234163,930,41_50,TRUE,TRUE,1.986865763
25,604.2785763,790.8431969,751.8596783,831.6187839,755,51_60,TRUE,TRUE,-4.747443296
25,550.8844857,268.1695871,248.0436367,289.7575116,249,61_70,TRUE,TRUE,-7.698629349
25,450.6087873,65.05461495,57.61848169,73.33776011,59,71_80,TRUE,TRUE,-10.26205924
25,399.9527159,34.35797707,29.70559779,39.64024067,26,81_90,TRUE,TRUE,-32.14606565
25,246.2624188,7,5.359900975,9.07569881,7,91_100,TRUE,TRUE,-2.9183E-13
25,739.2863507,4781.087809,4682.926712,4881.069853,4704,base,TRUE,TRUE,-1.638771454
26,430.3198708,34932.68611,34300.05569,35576.44514,35229,Female,FALSE,FALSE,0.841107853
26,441.7520362,52619.52266,51846.37737,53403.65206,52831,Male,FALSE,FALSE,0.400290243
26,173.9859801,576.0315607,499.4950705,663.6486483,574,Asian/PI,FALSE,FALSE,-0.353930437
26,300.8202543,4613.304239,4337.405733,4905.32321,4680,Black,FALSE,FALSE,1.425123096
26,353.7032752,8828.114809,8513.52066,9153.784436,8902,Hispanic,FALSE,FALSE,0.829984175
26,211.7599295,910.5029701,816.774368,1014.371888,1032,Other,FALSE,FALSE,11.77296801
26,451.779588,72805.65606,71885.02201,73737.56893,73070,White,FALSE,FALSE,0.361768079
26,143.3813579,306.5339761,243.79132,384.9428048,254,1_10,FALSE,FALSE,-20.68266774
26,263.8621477,2383.295534,2222.273644,2555.443964,2339,11_20,FALSE,FALSE,-1.893780863
26,408.5440775,24698.98219,24164.76628,25244.48121,24087,21_30,FALSE,FALSE,-2.540715689
26,387.2094773,23681.52868,23124.01528,24251.7188,23964,31_40,FALSE,FALSE,1.178731929
26,379.1273091,16927.23872,16488.80027,17376.81434,17257,41_50,FALSE,FALSE,1.910884136
26,357.6758053,13517.63284,13118.28434,13928.62603,13594,51_60,FALSE,FALSE,0.561771062
26,289.9969696,4764.447692,4528.816547,5011.801839,4550,61_70,FALSE,FALSE,-4.713136084
26,200.5446018,1140.724351,1027.012937,1266.511599,1230,71_80,FALSE,FALSE,7.25818282
26,168.0550205,470.6531883,399.0248836,554.3247742,474,81_90,FALSE,FALSE,0.706078413
26,87.58748199,63.39985617,41.45561924,96.11793266,43,91_100,FALSE,FALSE,-47.44152597
26,469.622885,87713.65216,86712.01162,88726.3234,87732,base,FALSE,FALSE,0.020913508
26,471.8838235,35134.99421,34499.16181,35782.01247,35057,Female,FALSE,TRUE,-0.222478267
26,499.0478109,52328.99357,51552.05967,53117.07742,53414,Male,FALSE,TRUE,2.031314694
26,211.6202613,558.6007834,480.4491316,648.9522901,565,Asian/PI,FALSE,TRUE,1.132604707
26,312.3584058,4535.450488,4259.284761,4828.009932,4881,Black,FALSE,TRUE,7.079481919
26,353.9291764,8939.651474,8620.985647,9269.550005,8894,Hispanic,FALSE,TRUE,-0.513283944
26,209.6505636,1021.26534,911.8066567,1143.342291,997,Other,FALSE,TRUE,-2.433835511
26,527.2875859,73648.41355,72703.16124,74605.45066,73101,White,FALSE,TRUE,-0.748845501
26,161.7069818,260.3463518,210.6940583,321.2654897,262,1_10,FALSE,TRUE,0.631163419
26,302.8027718,2386.092154,2222.397244,2561.335115,2454,11_20,FALSE,TRUE,2.767230908
26,497.8622005,24114.16501,23591.41945,24647.96198,23753,21_30,FALSE,TRUE,-1.520502733
26,447.7123425,24336.15667,23808.66672,24874.80535,24285,31_40,FALSE,TRUE,-0.210651314
26,509.7646693,17142.00167,16701.73063,17593.3504,17373,41_50,FALSE,TRUE,1.329639865
26,430.2177056,13575.56375,13180.246,13982.21201,13625,51_60,FALSE,TRUE,0.362834848
26,353.4354178,4708.525529,4466.365216,4963.385755,4658,61_70,FALSE,TRUE,-1.084704352
26,257.1923565,1061.356546,928.436048,1212.150676,1181,71_80,FALSE,TRUE,10.1306904
26,205.9977862,530.1835966,454.0959545,618.5639199,545,81_90,FALSE,TRUE,2.718606129
26,118.9635276,67.11514519,44.10433366,101.381954,50,91_100,FALSE,TRUE,-34.23029038
26,510.4470086,87439.52762,86354.10522,88537.8582,88277,base,FALSE,TRUE,0.948686955
26,681.9196293,1920.964265,1858.856719,1984.905682,1892,Female,TRUE,FALSE,-1.530880816
26,712.8618026,2958.707862,2883.616704,3035.537744,2986,Male,TRUE,FALSE,0.914003286
26,398.4615498,39.41574989,34.34634442,45.13287437,37,Asian/PI,TRUE,FALSE,-6.52905377
26,537.8932267,274.7438203,254.7012768,296.1552112,239,Black,TRUE,FALSE,-14.95557335
26,578.6729825,483.0721558,454.9442395,512.7570983,497,Hispanic,TRUE,FALSE,2.802383131
26,446.9674361,70.50580168,61.42911835,80.73498197,69,Other,TRUE,FALSE,-2.18232127
26,712.8131686,3983.50069,3893.76992,4075.060987,4031,White,TRUE,FALSE,1.178350525
26,353.9997264,14.91657989,11.82084385,18.69635108,15,1_10,TRUE,FALSE,0.556134055
26,501.1916275,132.8260479,122.1861346,144.287001,127,11_20,TRUE,FALSE,-4.587439256
26,660.2371673,1380.014907,1326.802379,1435.111982,1306,21_30,TRUE,FALSE,-5.667297653
26,653.8758618,1317.850604,1268.341303,1369.075703,1363,31_40,TRUE,FALSE,3.312501532
26,622.2980342,952.672659,912.15511,994.7877043,907,41_50,TRUE,FALSE,-5.035574311
26,608.6073661,717.0886127,681.2271614,754.6237962,774,51_60,TRUE,FALSE,7.35289241
26,535.919539,238.1718192,219.1198549,258.6929312,226,61_70,TRUE,FALSE,-5.385760697
26,460.0933263,72.42335915,64.77545533,80.86122571,55,71_80,TRUE,FALSE,-31.67883482
26,381.0693153,27.80811037,24.11144656,31.99776206,23,81_90,TRUE,FALSE,-20.9048277
26,217.0053868,2.664020635,1.742064373,3.99338641,6,91_100,TRUE,FALSE,55.59965608
26,740.6764454,4913.912285,4813.435651,5016.245027,4901,base,TRUE,FALSE,-0.263462245
26,676.384536,1910.37989,1850.685516,1971.785059,1926,Female,TRUE,TRUE,0.811012961
26,703.7992114,2914.659356,2840.456617,2990.585742,2997,Male,TRUE,TRUE,2.747435583
26,406.7352978,39.68539096,33.95547908,46.25723697,41,Asian/PI,TRUE,TRUE,3.206363505
26,552.8509846,259.1306492,241.30978,278.135653,284,Black,TRUE,TRUE,8.756813657
26,593.5150693,472.7481917,444.4332456,502.6624413,531,Hispanic,TRUE,TRUE,10.97020872
26,456.9784392,62.35988397,54.36165209,71.40775478,76,Other,TRUE,TRUE,17.94752109
26,729.5464606,4003.488994,3916.40631,4092.294064,3952,White,TRUE,TRUE,-1.302859161
26,423.9998199,20.31003614,15.27370738,26.79670733,22,1_10,TRUE,TRUE,7.681653927
26,495.0898383,142.2835192,127.855162,158.1666014,140,11_20,TRUE,TRUE,-1.631085114
26,656.2890744,1337.485867,1287.39166,1389.310851,1367,21_30,TRUE,TRUE,2.159044096
26,640.8437256,1344.388873,1292.30137,1398.330286,1278,31_40,TRUE,TRUE,-5.194747521
26,614.6796292,953.6628343,911.3926658,997.6721422,959,41_50,TRUE,TRUE,0.556534486
26,608.2083119,750.0573702,712.8054089,789.0353947,748,51_60,TRUE,TRUE,-0.275049486
26,529.8016967,264.6739335,246.0590939,284.5215881,248,61_70,TRUE,TRUE,-6.723360262
26,473.8472008,57.47020164,49.49221058,66.59306721,59,71_80,TRUE,TRUE,2.592878584
26,408.8700753,22.58376997,19.28307332,26.36919139,28,81_90,TRUE,TRUE,19.34367868
26,199.4944028,3,1.99037704,4.444852315,3,91_100,TRUE,TRUE,-1.0066E-12
26,748.6179314,4853.497011,4754.068212,4954.766104,4957,base,TRUE,TRUE,2.08801672
27,414.8725653,34625.62627,34000.75589,35261.44053,35130,Female,FALSE,FALSE,1.43573508
27,444.5743216,53377.0293,52592.72949,54172.49251,53033,Male,FALSE,FALSE,-0.648707981
27,170.3590298,607.2064756,523.7244471,703.4907543,583,Asian/PI,FALSE,FALSE,-4.152054134
27,283.9427612,4710.504188,4483.213371,4948.757045,4836,Black,FALSE,FALSE,2.595033326
27,339.5360451,8873.163939,8555.116142,9202.477387,8746,Hispanic,FALSE,FALSE,-1.453966836
27,207.5292441,959.2048461,859.2361282,1070.19332,1008,Other,FALSE,FALSE,4.840789081
27,457.7464025,73308.44518,72389.33893,74238.69069,72879,White,FALSE,FALSE,-0.589257781
27,115.3922653,225.553589,181.3840625,279.7802719,241,1_10,FALSE,FALSE,6.409299175
27,254.8040357,2089.520381,1913.109321,2280.759429,2301,11_20,FALSE,FALSE,9.190770055
27,388.7822977,23720.81679,23194.45122,24258.62138,24216,21_30,FALSE,FALSE,2.044859642
27,383.65893,24625.75323,24078.97861,25184.45823,24419,31_40,FALSE,FALSE,-0.846690009
27,368.0052246,16911.75353,16476.29603,17358.15733,17300,41_50,FALSE,FALSE,2.244199263
27,350.733123,13375.3677,12988.02241,13773.71404,13682,51_60,FALSE,FALSE,2.241136515
27,275.2461543,4825.445092,4573.435817,5090.777932,4480,61_70,FALSE,FALSE,-7.710827953
27,204.0440435,1227.973956,1105.01214,1364.156853,1151,71_80,FALSE,FALSE,-6.687572184
27,174.8883571,568.2246308,474.5909958,679.6039797,486,81_90,FALSE,FALSE,-16.91864831
27,85.68093017,58.9371995,36.30708929,94.84798532,59,91_100,FALSE,FALSE,0.106441522
27,476.4563025,88904.93395,87647.26442,90179.33569,87803,base,FALSE,FALSE,-1.255007176
27,510.2832905,34715.8794,34089.31625,35353.42062,34726,Female,FALSE,TRUE,0.029144169
27,534.0980574,53135.93502,52323.73332,53960.27727,53184,Male,FALSE,TRUE,0.090374885
27,223.7655214,590.7033576,513.7162278,678.7465955,604,Asian/PI,FALSE,TRUE,2.20143086
27,375.0041762,5096.430092,4848.285428,5356.824247,4780,Black,FALSE,TRUE,-6.619876393
27,407.7045834,8783.832424,8463.978761,9115.304194,8977,Hispanic,FALSE,TRUE,2.151805461
27,240.8686256,1055.934904,940.5154856,1185.104534,1037,Other,FALSE,TRUE,-1.825930984
27,576.1087796,72862.48515,71947.16425,73788.91934,72555,White,FALSE,TRUE,-0.423795948
27,130.8845162,204.3911189,159.3772744,261.3969511,235,1_10,FALSE,TRUE,13.02505581
27,255.8168624,2802.674633,2523.660051,3111.688792,2390,11_20,FALSE,TRUE,-17.26672103
27,443.4013547,23655.47958,23140.38742,24181.49714,24057,21_30,FALSE,TRUE,1.669037785
27,435.4387187,24123.01789,23585.39116,24672.39659,24082,31_40,FALSE,TRUE,-0.170325912
27,407.8531075,17264.81847,16820.51779,17720.31153,16963,41_50,FALSE,TRUE,-1.779275323
27,369.4648559,13760.78057,13348.67334,14184.99812,13856,51_60,FALSE,TRUE,0.687207212
27,289.4547594,4761.793563,4513.831113,5022.796706,4550,61_70,FALSE,TRUE,-4.654803581
27,221.7208797,1174.994359,1029.740251,1339.303445,1126,71_80,FALSE,TRUE,-4.351186408
27,163.1400718,533.8977219,455.2222757,625.6500975,497,81_90,FALSE,TRUE,-7.424088904
27,69.49852208,86.01896799,47.62849855,156.5059759,62,91_100,FALSE,TRUE,-38.74027095
27,584.9315702,89454.99835,88177.87569,90749.34543,87847,base,FALSE,TRUE,-1.830453344
27,675.5322318,1986.981165,1925.314313,2050.403144,1875,Female,TRUE,FALSE,-5.972328821
27,714.1357697,2979.032953,2903.419202,3056.397663,3005,Male,TRUE,FALSE,0.864128014
27,410.8541269,39.28481354,33.61642307,45.78479952,30,Asian/PI,TRUE,FALSE,-30.94937846
27,531.3318199,276.4957152,257.4679103,296.7732979,299,Black,TRUE,FALSE,7.52651666
27,602.7472763,474.9256021,447.4048511,503.9512218,454,Hispanic,TRUE,FALSE,-4.609163452
27,459.3144751,54.27345352,47.0554933,62.45721412,49,Other,TRUE,FALSE,-10.76215004
27,729.6250564,3950.999319,3861.872002,4041.946561,4095,White,TRUE,FALSE,3.516500151
27,365.9583248,16.89389364,13.892903,20.45449275,15,1_10,TRUE,FALSE,-12.62595759
27,505.7242082,140.717239,128.4704714,153.9897041,139,11_20,TRUE,FALSE,-1.235423712
27,663.4912721,1343.177562,1291.183206,1397.020812,1323,21_30,TRUE,FALSE,-1.52513697
27,657.7053032,1306.438387,1257.366461,1357.210808,1363,31_40,TRUE,FALSE,4.149788186
27,614.5315179,985.0968292,941.6647191,1030.30621,952,41_50,TRUE,FALSE,-3.476557692
27,614.6576165,768.0322462,728.6760928,809.262537,731,51_60,TRUE,FALSE,-5.065970753
27,540.5011632,249.1857292,230.1085858,269.6625556,261,61_70,TRUE,FALSE,4.526540524
27,442.4290301,79.60462353,69.90197301,90.46527151,47,71_80,TRUE,FALSE,-69.37153942
27,402.433707,25.43347538,20.72623217,31.06934881,23,81_90,TRUE,FALSE,-10.58032776
27,255.4086469,4.724354711,3.167758647,6.931006928,5,91_100,TRUE,FALSE,5.512905788
27,725.3135578,4909.078026,4812.091342,5007.803895,4766,base,TRUE,FALSE,-3.002056768
27,684.0008955,1915.29524,1853.355355,1979.064511,1917,Female,TRUE,TRUE,0.08892856
27,694.9907451,2996.843653,2920.876921,3074.567169,2977,Male,TRUE,TRUE,-0.666565445
27,411.9733172,27.18952036,23.25789037,31.69321138,27,Asian/PI,TRUE,TRUE,-0.701927259
27,539.6069305,256.2730417,236.3110046,277.7309423,274,Black,TRUE,TRUE,6.469692821
27,577.6573935,481.1335228,454.1573708,509.5280863,502,Hispanic,TRUE,TRUE,4.156668763
27,431.6021012,72.07012874,63.74861477,81.3340995,62,Other,TRUE,TRUE,-16.24214313
27,722.5214052,4053.10893,3965.055904,4142.901259,4081,White,TRUE,TRUE,0.683437139
27,359.2829787,16.75818542,13.12394281,21.25847223,13,1_10,TRUE,TRUE,-28.90911862
27,504.2901681,160.6696828,147.1415306,175.2745439,128,11_20,TRUE,TRUE,-25.52318966
27,645.6462316,1351.354695,1300.94053,1403.503567,1344,21_30,TRUE,TRUE,-0.547224316
27,632.0873457,1331.74825,1281.900123,1383.3177,1342,31_40,TRUE,TRUE,0.763915799
27,619.3999672,995.8127671,953.669268,1039.60975,950,41_50,TRUE,TRUE,-4.822396535
27,613.8600254,767.992013,729.9131383,807.8321517,753,51_60,TRUE,TRUE,-1.990971188
27,534.7844161,289.4128236,267.9027551,312.4554652,252,61_70,TRUE,TRUE,-14.84635855
27,449.3910929,74.1238824,64.29375851,85.26509542,50,71_80,TRUE,TRUE,-48.24776479
27,414.5241712,28.54212269,23.98166132,33.85425266,25,81_90,TRUE,TRUE,-14.16849077
27,249.3132112,6.732692292,5.155911535,8.726336127,7,91_100,TRUE,TRUE,3.818681544
27,730.0890903,4827.594024,4728.618882,4928.402526,4824,base,TRUE,TRUE,-0.074502988
28,427.7627621,34531.77091,33885.75067,35189.63003,35094,Female,FALSE,FALSE,1.602066136
28,450.0177555,52734.1925,51958.06653,53521.37848,53115,Male,FALSE,FALSE,0.716949064
28,174.0057127,535.6020517,448.4735861,637.899476,599,Asian/PI,FALSE,FALSE,10.58396466
28,279.2167007,4505.979446,4234.47099,4793.471377,4719,Black,FALSE,FALSE,4.514103711
28,324.2019413,8703.005347,8391.881977,9025.110322,8933,Hispanic,FALSE,FALSE,2.574663084
28,215.4693556,1041.642934,935.1467387,1159.747045,982,Other,FALSE,FALSE,-6.073618521
28,456.7462122,72568.27244,71602.8523,73546.30206,72964,White,FALSE,FALSE,0.542360017
28,140.7956714,308.5168776,245.7917233,386.9786052,260,1_10,FALSE,FALSE,-18.66033754
28,241.1879224,2522.241962,2351.557632,2704.769147,2361,11_20,FALSE,FALSE,-6.829392701
28,394.8587633,23981.08158,23451.07166,24522.56906,24328,21_30,FALSE,FALSE,1.426004699
28,401.3474675,24093.07052,23547.62841,24650.52174,24365,31_40,FALSE,FALSE,1.116066001
28,395.6260623,17024.44612,16588.16121,17471.66224,17092,41_50,FALSE,FALSE,0.395236821
28,377.8340732,13911.76008,13509.64873,14325.30803,13732,51_60,FALSE,FALSE,-1.309059751
28,278.3682051,4610.150419,4371.708641,4861.113715,4607,61_70,FALSE,FALSE,-0.068383302
28,217.1175908,1307.932286,1178.820873,1450.635142,1103,71_80,FALSE,FALSE,-18.57953638
28,167.0062749,412.7356178,341.2031189,497.8835151,452,81_90,FALSE,FALSE,8.68681021
28,76.16619072,53.3058234,31.96457701,88.03782321,64,91_100,FALSE,FALSE,16.70965093
28,478.3891128,86531.76193,85505.42875,87569.96053,88649,base,FALSE,FALSE,2.388338354
28,514.8557944,35785.40802,35107.14072,36476.2138,35225,Female,FALSE,TRUE,-1.590938321
28,570.1844923,52487.69012,51591.761,53398.28616,53156,Male,FALSE,TRUE,1.257261425
28,225.2773345,711.8840339,597.4550304,847.881571,568,Asian/PI,FALSE,TRUE,-25.3316961
28,386.803463,5070.199948,4816.705318,5336.597193,4722,Black,FALSE,TRUE,-7.373992964
28,389.2847163,8968.02252,8640.800397,9307.169863,8777,Hispanic,FALSE,TRUE,-2.176398774
28,246.8140427,971.1666068,867.0249398,1087.381707,1056,Other,FALSE,TRUE,8.033465266
28,626.5458472,72451.2035,71539.89454,73373.5906,73486,White,FALSE,TRUE,1.408154611
28,164.0237661,293.5493196,236.7246385,363.6312195,239,1_10,FALSE,TRUE,-22.82398308
28,268.020151,2319.879488,2161.223185,2489.686207,2476,11_20,FALSE,TRUE,6.305351864
28,463.7581585,24189.45645,23660.53013,24729.69298,24416,21_30,FALSE,TRUE,0.927848748
28,470.5124373,24383.55823,23853.71014,24924.64728,24335,31_40,FALSE,TRUE,-0.199540693
28,484.5134727,17627.78717,17166.2939,18101.21426,17154,41_50,FALSE,TRUE,-2.761963236
28,464.4139052,14083.26105,13664.90668,14513.96679,13751,51_60,FALSE,TRUE,-2.416268252
28,356.9622007,4617.249491,4385.826813,4860.369403,4592,61_70,FALSE,TRUE,-0.549858255
28,247.6876675,1077.316691,972.5816306,1192.775654,1157,71_80,FALSE,TRUE,6.887062107
28,229.2289751,462.3540337,386.8995258,551.7652252,516,81_90,FALSE,TRUE,10.39650509
28,99.0065985,64.07142857,40.88757503,99.7542395,66,91_100,FALSE,TRUE,2.922077922
28,612.9796652,88396.61174,87349.3287,89455.98417,88392,base,FALSE,TRUE,-0.005217368
28,665.0789881,1923.023232,1860.92256,1986.95534,1882,Female,TRUE,FALSE,-2.179767888
28,719.3682423,2910.592855,2833.88884,2989.132912,2849,Male,TRUE,FALSE,-2.161911377
28,408.6675165,39.93678184,34.22206775,46.48250437,40,Asian/PI,TRUE,FALSE,0.158045395
28,558.1794472,282.9161076,261.72821,305.6271268,244,Black,TRUE,FALSE,-15.94922441
28,581.9234433,499.8050527,470.1274319,531.154659,477,Hispanic,TRUE,FALSE,-4.780933485
28,428.4461298,57.82272464,51.58073084,64.71955624,61,Other,TRUE,FALSE,5.20864813
28,712.102694,4073.052882,3981.570866,4166.394578,4016,White,TRUE,FALSE,-1.420639483
28,350.6169643,16.68185193,13.51801124,20.4786855,11,1_10,TRUE,FALSE,-51.65319939
28,503.8805032,149.5756304,135.6011762,164.8266966,150,11_20,TRUE,FALSE,0.282913038
28,646.0608339,1353.206908,1302.529841,1405.634563,1318,21_30,TRUE,FALSE,-2.671237346
28,664.7100039,1327.900575,1278.233599,1379.28117,1312,31_40,TRUE,FALSE,-1.211934088
28,632.4970386,967.8600918,926.7778675,1010.558928,951,41_50,TRUE,FALSE,-1.772880312
28,614.0241021,776.2491545,737.8483033,816.4218522,746,51_60,TRUE,FALSE,-4.054846448
28,550.5666778,252.3377389,234.0315715,271.9272203,234,61_70,TRUE,FALSE,-7.836640576
28,445.3840194,73.85629997,66.45228114,81.97781986,68,71_80,TRUE,FALSE,-8.612205833
28,388.2789373,31.70068241,26.69712377,37.5167463,27,81_90,TRUE,FALSE,-17.40993486
28,259.7757822,2.675071564,1.718258759,4.068812372,5,91_100,TRUE,FALSE,46.49856873
