"","run","aic","estimate","lower_ci","upper_ci","ground","group"
"183",37,115.486387631218,67.6695442737304,53.0597001219989,85.2534872649057,66,"3"
"184",37,334.785437473821,1926.08092096692,1849.2059986712,2005.49401254999,1830,"4"
"185",37,186.944876668845,174.582195598057,152.0535648264,199.643383676225,156,"5"
"186",38,480.103293063459,11835.9356694054,11646.5690980962,12027.7318821599,11863,"1"
"187",38,312.729658164584,994.450024860625,940.395275895026,1050.92788250324,1035,"2"
"188",38,114.590423653969,58.0078271950031,45.4053947583139,73.1945065170831,61,"3"
"189",38,348.903913615934,1869.44346111196,1794.85560567103,1946.46073831638,1889,"4"
"190",38,182.052317051484,173.199652153538,149.642028445974,199.560326601135,201,"5"
"191",39,475.868857472569,11900.74943829,11707.0779244064,12096.9991359951,11934,"1"
"192",39,310.495289489293,1016.22445164505,961.584752479723,1073.29574129778,1024,"2"
"193",39,129.094226571762,67.1854683278084,52.8555056178295,84.4041281958247,64,"3"
"194",39,344.833993799515,1967.48066661731,1890.32168260601,2047.1183348732,1840,"4"
"195",39,175.819489577079,174.382746450638,151.206452324927,200.280323622724,169,"5"
"196",40,471.755341869926,11625.9815087856,11422.8921791259,11831.8681675567,11816,"1"
"197",40,298.407468507563,1026.18359359468,970.984640907814,1083.84497292842,1005,"2"
"198",40,135.825144773388,60.9265088145507,47.9511601943417,76.4812990415276,58,"3"
"199",40,343.800489174352,1844.38529812819,1770.24913479894,1920.9509594652,1900,"4"
"200",40,167.354468007524,193.318666522092,169.003555289959,220.317727647557,193,"5"
"201",41,466.301864003909,11848.3517667384,11656.7066530422,12042.4756051077,11941,"1"
"202",41,287.193287299079,1013.33632264974,958.308732331582,1070.8431222983,928,"2"
"203",41,123.350915935845,56.0544367899809,43.3965138351838,71.4073655050537,77,"3"
"204",41,335.219602589715,1860.75423555353,1786.02659083517,1937.93405414784,1886,"4"
"205",41,173.980849613202,256.450336691136,196.012611277135,331.377866763496,174,"5"
"206",42,498.398572184659,11950.8029229076,11760.3989024466,12143.6383245551,11807,"1"
"207",42,284.326891544435,1030.66234952024,974.11601748177,1089.82477385846,1013,"2"
"208",42,124.059161532114,48.5361073172131,37.1668776057629,62.4059046632759,58,"3"
"209",42,336.749575775523,1833.98151101909,1760.26473012151,1910.11285899767,1862,"4"
"210",42,189.306288226935,186.167634807719,163.48705900189,211.270782329949,161,"5"
"211",43,480.476758073858,11780.4724032422,11591.8464908475,11971.5150404479,11658,"1"
"212",43,289.566962014968,982.783837833882,929.07221220062,1038.91390771909,1023,"2"
"213",43,112.886133694563,62.5512613230741,48.5661848424164,79.4846494527339,72,"3"
"214",43,330.432639217099,1880.39674816029,1804.7588114328,1958.51694562214,1841,"4"
"215",43,182.914197924108,176.333979160521,153.452876996914,201.802658836056,184,"5"
"216",44,477.292407826704,11863.410850669,11673.7440283929,12055.5049821666,11805,"1"
"217",44,284.51903709473,981.821702433038,928.405275169472,1037.63817210439,1056,"2"
"218",44,119.524152838229,58.2049913952619,45.318539551126,73.8064338918254,62,"3"
"219",44,335.249223607261,1888.80396094745,1813.97044250527,1966.06347518316,1916,"4"
"220",44,190.90575599504,172.994960378392,151.244362916702,197.1248128321,184,"5"
"221",45,469.257180306818,11900.3038896866,11710.6827425659,12092.3480754976,11986,"1"
"222",45,290.062757719472,1040.54742137958,984.67750164087,1098.89216699995,983,"2"
"223",45,121.933168014603,60.6839003584009,47.1120648833548,77.1221080104709,63,"3"
"224",45,348.187180390442,1808.17312971582,1735.28440597519,1883.45736312506,1943,"4"
"225",45,174.555429823141,171.084606025982,149.504085298068,195.040825992313,190,"5"
"226",46,476.356174929366,11980.6702595557,11789.7990583012,12173.9791810401,11974,"1"
"227",46,284.778665474815,1232.67298791604,1119.01971408674,1355.10060109085,999,"2"
"228",46,122.825923943445,68.8066921535022,54.4693161470827,85.9567569266333,62,"3"
"229",46,333.3385776457,1822.07105445019,1748.59723532729,1897.957578433,1856,"4"
"230",46,176.250426446809,182.489892137447,159.229838960269,208.352397568455,179,"5"
"231",47,515.319994816519,11891.3698059066,11701.1588997357,12084.019737152,11925,"1"
"232",47,293.747085494538,995.71328422985,941.807723860056,1052.02520538279,1041,"2"
"233",47,116.671387988926,60.2545825256575,47.0653179955944,76.1854407447195,63,"3"
"234",47,335.323482149478,1863.82071488105,1789.23760832883,1940.83641673468,1892,"4"
"235",47,186.936156553326,206.276192749245,181.622509434557,233.505711607205,183,"5"
"236",48,475.124066348788,11725.7661047013,11538.386369527,11915.5435177194,11916,"1"
"237",48,291.614022007318,986.609029399889,932.818778345895,1042.81486098642,978,"2"
"238",48,115.982718632335,57.6189492812576,44.7860194662527,73.1291327212797,57,"3"
"239",48,339.270329904167,1843.38925877462,1769.64349842312,1919.54228029461,1891,"4"
"240",48,174.852224622138,169.742186216716,148.008452395399,193.878155943611,210,"5"
"241",49,497.695963431168,12049.3213471174,11732.9096256769,12371.9278664752,11809,"1"
"242",49,291.554546427015,1009.63591910028,955.260014342148,1066.42932190986,1019,"2"
"243",49,133.577723001272,67.4570607396938,52.9449627505311,84.9430437421587,64,"3"
"244",49,346.630251265531,1856.35878363367,1775.53417681086,1940.02189873606,1903,"4"
"245",49,189.642039105907,182.530828159862,158.911825481047,208.855288418042,190,"5"
"246",50,466.791406055043,11840.1407069061,11651.1887448532,12031.5089257463,11937,"1"
"247",50,291.547081335738,1015.29636295033,957.854443371508,1075.40139091809,1034,"2"
"248",50,120.958232216449,81.0506413361918,61.8241773045088,104.731797717618,63,"3"
"249",50,353.710026491443,1852.30591397461,1778.09702572277,1928.94510445147,1895,"4"
"250",50,171.605455094773,195.517259521962,170.065236612591,223.877677369356,193,"5"
"251",51,481.948069304052,12076.9275275878,11867.7463717594,12288.9839975794,11867,"1"
"252",51,299.812126349542,998.70448024965,944.71939239095,1055.09933954914,1002,"2"
"253",51,119.088259352046,49.5219461259405,37.9016214358817,63.7123656099576,58,"3"
"254",51,351.894271975057,1867.53853609083,1793.18978719765,1944.30701691703,1882,"4"
"255",51,192.242605553344,179.618717193251,156.86774962785,204.89453332197,181,"5"
"256",52,490.152933635662,12277.6157030418,11958.1023447232,12603.3148682682,11917,"1"
"257",52,286.531006727578,1011.56557047658,956.83926613696,1068.73392134109,1008,"2"
"258",52,125.095389783794,66.8856071956116,52.5149305339169,84.1414323853976,63,"3"
"259",52,336.807148453768,1833.17299568067,1755.27601500575,1913.79784334148,1756,"4"
"260",52,183.205163381959,176.233536887328,153.050597204487,202.080933721762,178,"5"
"261",53,474.644804418937,11998.4363856237,11807.771260651,12191.5318839175,11842,"1"
"262",53,291.21468288921,1065.51682152986,1008.7517632341,1124.78666028079,1022,"2"
"263",53,124.949767802772,67.711438716351,53.5923922794275,84.6498591213373,59,"3"
"264",53,350.138475144419,1906.47310241244,1830.64316745256,1984.76721851594,1869,"4"
"265",53,162.695479185159,176.745856948882,154.315224419274,201.643036173638,198,"5"
"266",54,491.300644094287,12057.62842096,11866.0557079925,12251.6431181491,11992,"1"
"267",54,300.255567289665,1033.4935255438,978.20686102627,1091.22997174374,1037,"2"
"268",54,125.991184230684,47.5572471351568,34.6881996831219,63.7000350303031,61,"3"
"269",54,333.531447761132,1819.74461247921,1746.65891280039,1895.22638998531,1877,"4"
"270",54,187.367823874179,178.536257413931,155.821979475248,203.753243319892,187,"5"
"271",55,467.321463554991,11891.1971794428,11701.3912422095,12083.4311504782,11773,"1"
"272",55,280.935511442996,1097.15673747988,1039.10706011278,1157.75694030623,976,"2"
"273",55,130.653986377739,59.2868177939905,46.4440638565588,74.7464618511185,58,"3"
"274",55,343.68996326003,1843.70400025418,1769.81455100312,1920.00693120306,1826,"4"
"275",55,184.822348389477,182.356995822196,159.071597495785,208.278249653311,146,"5"
"276",56,474.083809819881,11837.4494388218,11648.1701315725,12029.1523319442,12033,"1"
"277",56,296.532748184045,1031.36438268414,976.059855827677,1089.11916862775,973,"2"
"278",56,119.733736229646,60.807060208545,47.2813749544499,77.1722840686861,56,"3"
"279",56,338.17287106486,1830.56168784243,1757.0831186857,1906.44432078194,1825,"4"
"280",56,176.274106300309,168.83530628294,146.987209339233,193.125184974115,180,"5"
"281",57,482.617725766638,12119.9196160232,11928.332259001,12313.9393516174,11713,"1"
"282",57,286.388682347589,975.926446500316,922.251383743641,1032.08115743676,1026,"2"
"283",57,123.544675934488,53.3845589775605,41.6714494901116,67.5017835305106,60,"3"
"284",57,323.455608988675,1880.44101351429,1805.47802148771,1957.84532337454,1832,"4"
"285",57,180.577908798361,197.161817543917,172.43926064738,224.65656521172,184,"5"
"286",58,472.533914540981,11942.9512212009,11752.8831970038,12135.4447462154,11968,"1"
"287",58,284.843809405213,1034.04026935028,978.423885745182,1092.12332328287,1017,"2"
"288",58,125.069331362178,51.5391332049714,39.8129467503814,65.734897312195,68,"3"
"289",58,331.277828902101,1832.46508791825,1759.31998613688,1907.994766277,1896,"4"
"290",58,191.274603143142,182.942219961528,160.301223517277,208.021735463399,205,"5"
"291",59,475.184058229237,11780.6752895465,11591.9140025833,11971.8618586177,11918,"1"
"292",59,291.817153671507,1028.57575538894,973.554623068255,1086.0282490325,988,"2"
"293",59,127.812938895383,54.2222639042484,41.4518471438092,69.8490375347088,45,"3"
"294",59,350.632100314565,1862.20471977283,1787.97485544251,1938.85357008139,1844,"4"
"295",59,183.315221692967,190.644718957898,161.21976285483,224.103949715894,189,"5"
"296",60,484.577034293271,11809.1055168304,11618.0894797947,12002.6154511237,12079,"1"
"297",60,291.449002782231,981.372137933115,928.036340794281,1037.09965016676,1038,"2"
"298",60,133.966518904664,76.1097093076348,60.4352490279795,94.8756384765171,70,"3"
"299",60,326.161973655217,2025.80059412465,1896.84149451105,2161.06691831646,1957,"4"
"300",60,209.164076520918,197.590531979825,173.354126028175,224.449744813663,166,"5"
"301",61,469.14238225616,11947.0845409182,11757.1314833371,12139.4598211636,12005,"1"
"302",61,292.362907843186,1040.91029067618,985.277733561136,1098.9998544877,1094,"2"
"303",61,109.162056840608,56.1949474241239,43.710499839777,71.2881568347858,64,"3"
"304",61,322.382109112285,1838.95815168782,1765.15597762571,1915.17455959493,1874,"4"
"305",61,180.489029583296,191.161088425275,167.748198756576,217.087151677353,158,"5"
"306",62,483.946491244608,12049.5208053484,11858.2250017304,12243.2529669423,11849,"1"
"307",62,284.28730070531,975.422840351268,921.93103317813,1031.32909635951,993,"2"
"308",62,115.860179394324,56.73818844598,44.2077810196581,71.8397823272748,44,"3"
"309",62,349.312715391399,1899.42960471778,1823.96685540251,1977.34752655928,1872,"4"
"310",62,191.349517110375,171.867050647359,146.164409629786,200.87508445163,174,"5"
"311",63,474.90726959996,12125.5005792549,11898.6443598163,12355.7118916364,12183,"1"
"312",63,286.104116580803,998.292069021884,944.037472654772,1054.98024349426,1004,"2"
"313",63,118.438444860328,58.6048969893064,45.1950698387763,74.8932393257956,48,"3"
"314",63,336.818024581122,1784.85494518319,1706.79933198588,1865.66154628165,1849,"4"
"315",63,194.162638217448,193.142042678425,169.845761482576,218.920175519472,186,"5"
"316",64,484.600868092447,11946.3215750254,11755.550657417,12139.542664404,11926,"1"
"317",64,306.992766827732,1053.56933003905,996.993380371123,1112.67817813657,945,"2"
"318",64,109.087515655685,62.1355255843947,48.0799786288813,79.167465731589,68,"3"
"319",64,329.778543607424,1796.80172733983,1724.3496819969,1871.63116991269,1925,"4"
"320",64,190.951119244734,184.561237956258,162.056795626119,209.461223562777,177,"5"
"321",65,495.783363044533,11938.1421333263,11715.6957483068,12163.8267988634,11817,"1"
"322",65,275.573871141845,996.97621583298,943.065526133327,1053.29434935048,981,"2"
"323",65,126.340230452821,59.7033470122261,47.150411139581,74.7637976818629,63,"3"
"324",65,342.998813015812,1917.56185218302,1841.04833727555,1996.56564174039,1918,"4"
"325",65,163.597317117138,163.160534508754,141.488149940733,187.316496047402,213,"5"
"326",66,479.657750226305,11864.9059807567,11675.1840594494,12057.0581395555,12069,"1"
"327",66,275.762353544605,976.632940355828,914.416711543214,1042.04011634213,1012,"2"
"328",66,119.775343943993,68.9665265470545,54.70587074169,86.0505862636127,70,"3"
"329",66,334.229253356544,1896.5230813236,1820.7926110773,1974.72456620338,1967,"4"
"330",66,182.341067476636,211.022651641621,185.720212379523,238.98166826099,185,"5"
"331",67,496.322560301703,11778.6310310628,11590.5337276592,11969.1347196557,11888,"1"
"332",67,289.149905757194,1030.65869377007,975.518806789163,1088.2400232912,1027,"2"
"333",67,118.491402158843,53.7670842885589,41.7110498393288,68.3584953494922,57,"3"
"334",67,352.078759248247,1872.12875506135,1790.78913827928,1956.31937827235,1959,"4"
"335",67,185.632037755134,166.302401954863,144.374165296408,190.785899503054,191,"5"
