"Run","Model","Formula","AIC","Estimate","LowerCI","UpperCI","GroundTruth","Group","Method"
10,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",493.312793483269,159005.841206559,156843.650484291,161199.457217245,159530,"base","Poisson"
10,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",493.312793483269,159005.841206559,156843.650484291,161199.457217245,159530,"base","Poisson"
10,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",493.312793483269,159005.841206559,156843.650484291,161199.457217245,159530,"base","Poisson"
10,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",493.312793483269,159005.841206559,156843.650484291,161199.457217245,159530,"base","Poisson"
10,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",493.312793483269,159005.841206559,156843.650484291,161199.457217245,159530,"base","Poisson"
10,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",493.312793483269,159005.841206559,156843.650484291,161199.457217245,159530,"base","Poisson"
11,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_4 + capture_4:capture_6",494.694827049971,161643.898877729,159290.732675567,164034.039409185,159093,"base","NB"
11,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_4 + capture_4:capture_6",494.694827049971,161643.898877729,159290.732675567,164034.039409185,159093,"base","NB"
11,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",500.728172123432,161552.015463085,159350.996633873,163785.1275648,159093,"base","NB"
11,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",500.728172123432,161552.015463085,159350.996633873,163785.1275648,159093,"base","NB"
11,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_4 + capture_4:capture_6",494.694827049971,161643.898877729,159290.732675567,164034.039409185,159093,"base","NB"
11,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_4 + capture_4:capture_6",494.694827049971,161643.898877729,159290.732675567,164034.039409185,159093,"base","NB"
11,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_4 + capture_4:capture_6",492.679447814052,161643.781279358,159292.667277608,164031.808986721,159093,"base","Poisson"
11,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_4 + capture_4:capture_6",492.679447814052,161643.781279358,159292.667277608,164031.808986721,159093,"base","Poisson"
11,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",498.714637380431,161552.047595371,159353.587794032,163782.5272749,159093,"base","Poisson"
11,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",498.714637380431,161552.047595371,159353.587794032,163782.5272749,159093,"base","Poisson"
