age_grp_five,fod,year,month,N_ID
6,0,2016,4,1541
12,0,2016,4,1541
6,0,2016,4,1541
10,0,2016,4,1541
10,0,2016,4,1541
12,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
10,0,2016,4,1541
12,0,2016,4,1541
5,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
13,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
13,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
11,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
11,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
11,0,2016,4,1541
10,0,2016,4,1541
5,0,2016,4,1541
11,0,2016,4,1541
8,0,2016,4,1541
12,0,2016,4,1541
14,0,2016,4,1541
4,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
9,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
10,0,2016,4,1541
11,0,2016,4,1541
7,0,2016,4,1541
12,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
12,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
4,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
15,0,2016,4,1541
4,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
14,0,2016,4,1541
13,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
11,0,2016,4,1541
11,0,2016,4,1541
12,0,2016,4,1541
7,0,2016,4,1541
14,0,2016,4,1541
11,0,2016,4,1541
16,0,2016,4,1541
2,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
8,0,2016,4,1541
14,0,2016,4,1541
10,0,2016,4,1541
8,0,2016,4,1541
8,0,2016,4,1541
12,0,2016,4,1541
6,0,2016,4,1541
12,0,2016,4,1541
11,0,2016,4,1541
.,0,2016,4,1541
5,0,2016,4,1541
11,0,2016,4,1541
5,0,2016,4,1541
6,0,2016,4,1541
10,0,2016,4,1541
6,0,2016,4,1541
5,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
13,0,2016,4,1541
12,0,2016,4,1541
12,0,2016,4,1541
7,0,2016,4,1541
11,0,2016,4,1541
4,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
13,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
13,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
6,0,2016,4,1541
5,0,2016,4,1541
14,0,2016,4,1541
8,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
9,0,2016,4,1541
6,0,2016,4,1541
5,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
9,0,2016,4,1541
13,0,2016,4,1541
7,0,2016,4,1541
10,0,2016,4,1541
5,0,2016,4,1541
5,0,2016,4,1541
11,0,2016,4,1541
9,0,2016,4,1541
9,0,2016,4,1541
11,0,2016,4,1541
6,0,2016,4,1541
12,0,2016,4,1541
8,0,2016,4,1541
17,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
9,0,2016,4,1541
11,0,2016,4,1541
5,0,2016,4,1541
10,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
12,0,2016,4,1541
6,0,2016,4,1541
15,0,2016,4,1541
4,0,2016,4,1541
10,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
9,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
5,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
5,0,2016,4,1541
9,0,2016,4,1541
6,0,2016,4,1541
4,0,2016,4,1541
7,0,2016,4,1541
10,0,2016,4,1541
11,0,2016,4,1541
5,0,2016,4,1541
10,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
12,0,2016,4,1541
11,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
.,0,2016,4,1541
12,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
9,0,2016,4,1541
12,0,2016,4,1541
11,0,2016,4,1541
7,0,2016,4,1541
13,0,2016,4,1541
13,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
5,0,2016,4,1541
11,0,2016,4,1541
8,0,2016,4,1541
11,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
4,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
4,0,2016,4,1541
5,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
5,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
4,0,2016,4,1541
7,0,2016,4,1541
9,0,2016,4,1541
4,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
8,0,2016,4,1541
12,0,2016,4,1541
12,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
2,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
12,0,2016,4,1541
12,0,2016,4,1541
7,0,2016,4,1541
9,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
11,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
10,0,2016,4,1541
8,0,2016,4,1541
4,0,2016,4,1541
7,0,2016,4,1541
11,0,2016,4,1541
11,0,2016,4,1541
11,0,2016,4,1541
10,0,2016,4,1541
9,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
9,0,2016,4,1541
9,0,2016,4,1541
12,0,2016,4,1541
7,0,2016,4,1541
11,0,2016,4,1541
10,0,2016,4,1541
14,0,2016,4,1541
13,0,2016,4,1541
8,0,2016,4,1541
9,0,2016,4,1541
10,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
13,0,2016,4,1541
8,0,2016,4,1541
5,0,2016,4,1541
9,0,2016,4,1541
6,0,2016,4,1541
11,0,2016,4,1541
9,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
5,0,2016,4,1541
6,0,2016,4,1541
10,0,2016,4,1541
12,0,2016,4,1541
9,0,2016,4,1541
6,0,2016,4,1541
13,0,2016,4,1541
8,0,2016,4,1541
11,0,2016,4,1541
15,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
4,0,2016,4,1541
9,0,2016,4,1541
11,0,2016,4,1541
9,0,2016,4,1541
8,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
6,0,2016,4,1541
11,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
5,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
10,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
13,0,2016,4,1541
10,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
11,0,2016,4,1541
8,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
9,0,2016,4,1541
9,0,2016,4,1541
8,0,2016,4,1541
9,0,2016,4,1541
9,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
12,0,2016,4,1541
9,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
12,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
10,0,2016,4,1541
7,0,2016,4,1541
10,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
5,0,2016,4,1541
6,0,2016,4,1541
10,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
5,0,2016,4,1541
7,0,2016,4,1541
13,0,2016,4,1541
13,0,2016,4,1541
10,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
11,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
10,0,2016,4,1541
8,0,2016,4,1541
11,0,2016,4,1541
14,0,2016,4,1541
6,0,2016,4,1541
10,0,2016,4,1541
12,0,2016,4,1541
4,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
10,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
12,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
11,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
9,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
8,0,2016,4,1541
5,0,2016,4,1541
9,0,2016,4,1541
5,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
5,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
12,0,2016,4,1541
6,0,2016,4,1541
12,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
11,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
13,0,2016,4,1541
14,0,2016,4,1541
6,0,2016,4,1541
.,0,2016,4,1541
10,0,2016,4,1541
7,0,2016,4,1541
11,0,2016,4,1541
5,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
8,0,2016,4,1541
5,0,2016,4,1541
5,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
10,0,2016,4,1541
10,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
11,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
13,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
11,0,2016,4,1541
13,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
11,0,2016,4,1541
5,0,2016,4,1541
5,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
10,0,2016,4,1541
7,0,2016,4,1541
5,0,2016,4,1541
8,0,2016,4,1541
6,0,2016,4,1541
5,0,2016,4,1541
6,0,2016,4,1541
10,0,2016,4,1541
6,0,2016,4,1541
13,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
7,0,2016,4,1541
8,0,2016,4,1541
10,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
10,0,2016,4,1541
10,0,2016,4,1541
11,0,2016,4,1541
7,0,2016,4,1541
11,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
8,0,2016,4,1541
4,0,2016,4,1541
9,0,2016,4,1541
9,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
7,0,2016,4,1541
11,0,2016,4,1541
6,0,2016,4,1541
6,0,2016,4,1541
9,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
5,0,2016,4,1541
7,0,2016,4,1541
6,0,2016,4,1541
10,0,2016,5,1402
7,0,2016,5,1402
11,0,2016,5,1402
6,0,2016,5,1402
13,0,2016,5,1402
10,0,2016,5,1402
11,0,2016,5,1402
11,0,2016,5,1402
9,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
11,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
8,0,2016,5,1402
9,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
9,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
8,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
10,0,2016,5,1402
18,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
11,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
4,0,2016,5,1402
12,0,2016,5,1402
10,0,2016,5,1402
11,0,2016,5,1402
8,0,2016,5,1402
9,0,2016,5,1402
12,0,2016,5,1402
12,0,2016,5,1402
10,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
5,0,2016,5,1402
9,0,2016,5,1402
11,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
12,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
11,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
10,0,2016,5,1402
8,0,2016,5,1402
16,0,2016,5,1402
8,0,2016,5,1402
12,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
12,0,2016,5,1402
8,0,2016,5,1402
9,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
9,0,2016,5,1402
13,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
5,0,2016,5,1402
5,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
12,0,2016,5,1402
11,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
12,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
12,0,2016,5,1402
13,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
4,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
12,0,2016,5,1402
5,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
11,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
14,0,2016,5,1402
7,0,2016,5,1402
3,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
9,0,2016,5,1402
14,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
8,0,2016,5,1402
11,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
12,0,2016,5,1402
9,0,2016,5,1402
14,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
11,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
14,0,2016,5,1402
4,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
8,0,2016,5,1402
12,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
8,0,2016,5,1402
9,0,2016,5,1402
17,0,2016,5,1402
16,0,2016,5,1402
11,0,2016,5,1402
11,0,2016,5,1402
12,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
12,0,2016,5,1402
13,0,2016,5,1402
5,0,2016,5,1402
10,0,2016,5,1402
11,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
5,0,2016,5,1402
11,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
8,0,2016,5,1402
12,0,2016,5,1402
5,0,2016,5,1402
.,0,2016,5,1402
11,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
4,0,2016,5,1402
5,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
4,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
12,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
12,0,2016,5,1402
8,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
10,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
10,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
9,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
13,0,2016,5,1402
13,0,2016,5,1402
11,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
12,0,2016,5,1402
5,0,2016,5,1402
12,0,2016,5,1402
12,0,2016,5,1402
5,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
14,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
14,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
12,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
10,0,2016,5,1402
8,0,2016,5,1402
5,0,2016,5,1402
9,0,2016,5,1402
10,0,2016,5,1402
5,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
13,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
5,0,2016,5,1402
14,0,2016,5,1402
6,0,2016,5,1402
10,0,2016,5,1402
12,0,2016,5,1402
12,0,2016,5,1402
6,0,2016,5,1402
4,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
18,0,2016,5,1402
5,0,2016,5,1402
7,0,2016,5,1402
4,0,2016,5,1402
8,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
4,0,2016,5,1402
11,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
11,0,2016,5,1402
6,0,2016,5,1402
12,0,2016,5,1402
9,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
10,0,2016,5,1402
8,0,2016,5,1402
5,0,2016,5,1402
5,0,2016,5,1402
5,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
12,0,2016,5,1402
6,0,2016,5,1402
8,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
12,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
11,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
12,0,2016,5,1402
10,0,2016,5,1402
3,0,2016,5,1402
10,0,2016,5,1402
5,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
10,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
13,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
12,0,2016,5,1402
7,0,2016,5,1402
13,0,2016,5,1402
8,0,2016,5,1402
13,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
7,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
10,0,2016,5,1402
5,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
11,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
10,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
13,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
10,0,2016,5,1402
10,0,2016,5,1402
5,0,2016,5,1402
11,0,2016,5,1402
12,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
12,0,2016,5,1402
11,0,2016,5,1402
11,0,2016,5,1402
11,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
12,0,2016,5,1402
12,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
8,0,2016,5,1402
5,0,2016,5,1402
17,0,2016,5,1402
11,0,2016,5,1402
11,0,2016,5,1402
11,0,2016,5,1402
11,0,2016,5,1402
13,0,2016,5,1402
14,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
8,0,2016,5,1402
9,0,2016,5,1402
8,0,2016,5,1402
8,0,2016,5,1402
5,0,2016,5,1402
10,0,2016,5,1402
6,0,2016,5,1402
.,0,2016,5,1402
8,0,2016,5,1402
6,0,2016,5,1402
5,0,2016,5,1402
11,0,2016,5,1402
5,0,2016,5,1402
12,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
14,0,2016,5,1402
12,0,2016,5,1402
6,0,2016,5,1402
11,0,2016,5,1402
12,0,2016,5,1402
12,0,2016,5,1402
7,0,2016,5,1402
9,0,2016,5,1402
6,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
7,0,2016,5,1402
6,0,2016,5,1402
9,0,2016,5,1402
10,0,2016,5,1402
8,0,2016,5,1402
7,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
7,0,2016,5,1402
5,0,2016,5,1402
8,0,2016,5,1402
16,0,2016,5,1402
8,0,2016,5,1402
14,0,2016,5,1402
6,0,2016,5,1402
