age_grp_five,fod,year,month,N_ID
6,0,2013,2,454
7,0,2013,2,454
7,0,2013,2,454
13,0,2013,2,454
5,0,2013,2,454
8,0,2013,2,454
7,0,2013,2,454
10,0,2013,2,454
14,0,2013,2,454
6,0,2013,2,454
10,0,2013,2,454
13,0,2013,2,454
13,0,2013,2,454
13,0,2013,2,454
5,0,2013,2,454
9,0,2013,2,454
5,0,2013,2,454
5,0,2013,2,454
7,0,2013,2,454
3,0,2013,2,454
11,0,2013,2,454
13,0,2013,2,454
6,0,2013,2,454
14,0,2013,2,454
10,0,2013,2,454
7,0,2013,2,454
6,0,2013,2,454
7,0,2013,2,454
11,0,2013,2,454
12,0,2013,2,454
6,0,2013,2,454
9,0,2013,2,454
5,0,2013,2,454
8,0,2013,2,454
5,0,2013,2,454
5,0,2013,2,454
7,0,2013,2,454
5,0,2013,2,454
11,0,2013,2,454
7,0,2013,2,454
10,0,2013,2,454
10,0,2013,2,454
11,0,2013,2,454
5,0,2013,2,454
7,0,2013,2,454
11,0,2013,2,454
5,0,2013,2,454
6,0,2013,2,454
7,0,2013,2,454
13,0,2013,2,454
11,0,2013,2,454
6,0,2013,2,454
5,0,2013,2,454
9,0,2013,2,454
8,0,2013,2,454
10,0,2013,2,454
10,0,2013,2,454
6,0,2013,2,454
10,0,2013,2,454
13,0,2013,2,454
11,0,2013,2,454
5,0,2013,2,454
7,0,2013,2,454
5,0,2013,2,454
6,0,2013,2,454
11,0,2013,2,454
5,0,2013,2,454
8,0,2013,2,454
6,0,2013,2,454
6,0,2013,2,454
12,0,2013,2,454
6,0,2013,2,454
5,0,2013,2,454
7,0,2013,2,454
6,0,2013,2,454
7,0,2013,2,454
6,0,2013,2,454
9,0,2013,2,454
8,0,2013,2,454
7,0,2013,2,454
11,0,2013,2,454
14,0,2013,2,454
5,0,2013,2,454
6,0,2013,2,454
13,0,2013,2,454
12,0,2013,2,454
11,0,2013,2,454
10,0,2013,2,454
10,0,2013,2,454
11,0,2013,2,454
5,0,2013,2,454
7,0,2013,2,454
7,0,2013,2,454
13,0,2013,2,454
10,0,2013,2,454
7,0,2013,2,454
8,0,2013,2,454
7,0,2013,2,454
11,0,2013,2,454
5,0,2013,2,454
6,0,2013,2,454
6,0,2013,2,454
12,0,2013,2,454
5,0,2013,2,454
6,0,2013,2,454
7,0,2013,2,454
7,0,2013,2,454
6,0,2013,2,454
12,0,2013,2,454
6,0,2013,2,454
10,0,2013,2,454
5,0,2013,2,454
5,0,2013,2,454
7,0,2013,2,454
6,0,2013,2,454
9,0,2013,2,454
12,0,2013,2,454
9,0,2013,2,454
6,0,2013,2,454
5,0,2013,2,454
9,0,2013,2,454
6,0,2013,2,454
5,0,2013,2,454
6,0,2013,2,454
9,0,2013,2,454
6,0,2013,2,454
11,0,2013,2,454
5,0,2013,2,454
5,0,2013,2,454
12,0,2013,2,454
5,0,2013,2,454
8,0,2013,2,454
11,0,2013,2,454
7,0,2013,2,454
11,0,2013,2,454
6,0,2013,2,454
9,0,2013,2,454
11,0,2013,2,454
7,0,2013,2,454
11,0,2013,2,454
18,0,2013,2,454
6,0,2013,2,454
15,0,2013,2,454
7,0,2013,2,454
10,0,2013,2,454
9,0,2013,2,454
9,0,2013,2,454
6,0,2013,2,454
7,0,2013,2,454
6,0,2013,2,454
7,0,2013,2,454
11,0,2013,2,454
6,0,2013,2,454
11,0,2013,2,454
12,0,2013,2,454
8,0,2013,2,454
10,0,2013,2,454
4,0,2013,2,454
6,0,2013,2,454
12,0,2013,2,454
19,0,2013,2,454
5,0,2013,2,454
5,0,2013,2,454
7,0,2013,2,454
8,0,2013,2,454
6,0,2013,2,454
7,0,2013,2,454
14,0,2013,2,454
7,0,2013,2,454
6,0,2013,2,454
.,0,2013,2,454
5,0,2013,2,454
7,0,2013,2,454
9,0,2013,2,454
5,0,2013,2,454
11,0,2013,2,454
6,0,2013,2,454
16,0,2013,2,454
6,0,2013,2,454
6,0,2013,2,454
5,0,2013,2,454
4,0,2013,2,454
7,0,2013,2,454
7,0,2013,2,454
13,0,2013,2,454
8,0,2013,2,454
7,0,2013,2,454
11,0,2013,2,454
11,0,2013,2,454
9,0,2013,2,454
8,0,2013,2,454
6,0,2013,2,454
8,0,2013,2,454
6,0,2013,2,454
11,0,2013,2,454
7,0,2013,2,454
7,0,2013,2,454
7,0,2013,2,454
12,0,2013,2,454
7,0,2013,2,454
7,0,2013,3,596
7,0,2013,3,596
5,0,2013,3,596
9,0,2013,3,596
12,0,2013,3,596
8,0,2013,3,596
12,0,2013,3,596
9,0,2013,3,596
11,0,2013,3,596
7,0,2013,3,596
10,0,2013,3,596
11,0,2013,3,596
10,0,2013,3,596
6,0,2013,3,596
6,0,2013,3,596
10,0,2013,3,596
7,0,2013,3,596
6,0,2013,3,596
7,0,2013,3,596
7,0,2013,3,596
11,0,2013,3,596
6,0,2013,3,596
14,0,2013,3,596
9,0,2013,3,596
11,0,2013,3,596
7,0,2013,3,596
8,0,2013,3,596
7,0,2013,3,596
9,0,2013,3,596
7,0,2013,3,596
6,0,2013,3,596
6,0,2013,3,596
8,0,2013,3,596
8,0,2013,3,596
12,0,2013,3,596
7,0,2013,3,596
11,0,2013,3,596
12,0,2013,3,596
7,0,2013,3,596
3,0,2013,3,596
12,0,2013,3,596
6,0,2013,3,596
5,0,2013,3,596
9,0,2013,3,596
6,0,2013,3,596
5,0,2013,3,596
10,0,2013,3,596
9,0,2013,3,596
14,0,2013,3,596
6,0,2013,3,596
.,0,2013,3,596
7,0,2013,3,596
5,0,2013,3,596
11,0,2013,3,596
5,0,2013,3,596
4,0,2013,3,596
6,0,2013,3,596
12,0,2013,3,596
12,0,2013,3,596
10,0,2013,3,596
7,0,2013,3,596
13,0,2013,3,596
7,0,2013,3,596
17,0,2013,3,596
10,0,2013,3,596
13,0,2013,3,596
7,0,2013,3,596
5,0,2013,3,596
9,0,2013,3,596
12,0,2013,3,596
7,0,2013,3,596
6,0,2013,3,596
14,0,2013,3,596
5,0,2013,3,596
11,0,2013,3,596
6,0,2013,3,596
.,0,2013,3,596
13,0,2013,3,596
11,0,2013,3,596
4,0,2013,3,596
9,0,2013,3,596
6,0,2013,3,596
.,0,2013,3,596
6,0,2013,3,596
10,0,2013,3,596
6,0,2013,3,596
5,0,2013,3,596
5,0,2013,3,596
6,0,2013,3,596
5,0,2013,3,596
6,0,2013,3,596
7,0,2013,3,596
7,0,2013,3,596
15,0,2013,3,596
6,0,2013,3,596
5,0,2013,3,596
6,0,2013,3,596
8,0,2013,3,596
11,0,2013,3,596
8,0,2013,3,596
5,0,2013,3,596
11,0,2013,3,596
6,0,2013,3,596
12,0,2013,3,596
10,0,2013,3,596
7,0,2013,3,596
7,0,2013,3,596
11,0,2013,3,596
7,0,2013,3,596
11,0,2013,3,596
9,0,2013,3,596
6,0,2013,3,596
12,0,2013,3,596
5,0,2013,3,596
9,0,2013,3,596
11,0,2013,3,596
15,0,2013,3,596
7,0,2013,3,596
1,0,2013,3,596
5,0,2013,3,596
11,0,2013,3,596
7,0,2013,3,596
11,0,2013,3,596
10,0,2013,3,596
15,0,2013,3,596
7,0,2013,3,596
10,0,2013,3,596
7,0,2013,3,596
7,0,2013,3,596
8,0,2013,3,596
12,0,2013,3,596
7,0,2013,3,596
12,0,2013,3,596
4,0,2013,3,596
11,0,2013,3,596
17,0,2013,3,596
9,0,2013,3,596
7,0,2013,3,596
6,0,2013,3,596
5,0,2013,3,596
5,0,2013,3,596
6,0,2013,3,596
7,0,2013,3,596
4,0,2013,3,596
10,0,2013,3,596
10,0,2013,3,596
5,0,2013,3,596
5,0,2013,3,596
7,0,2013,3,596
8,0,2013,3,596
7,0,2013,3,596
7,0,2013,3,596
5,0,2013,3,596
5,0,2013,3,596
15,0,2013,3,596
7,0,2013,3,596
8,0,2013,3,596
6,0,2013,3,596
8,0,2013,3,596
6,0,2013,3,596
12,0,2013,3,596
7,0,2013,3,596
7,0,2013,3,596
11,0,2013,3,596
7,0,2013,3,596
6,0,2013,3,596
1,0,2013,3,596
5,0,2013,3,596
5,0,2013,3,596
5,0,2013,3,596
13,0,2013,3,596
6,0,2013,3,596
6,0,2013,3,596
6,0,2013,3,596
7,0,2013,3,596
7,0,2013,3,596
13,0,2013,3,596
5,0,2013,3,596
11,0,2013,3,596
9,0,2013,3,596
7,0,2013,3,596
11,0,2013,3,596
15,0,2013,3,596
11,0,2013,3,596
5,0,2013,3,596
10,0,2013,3,596
10,0,2013,3,596
7,0,2013,3,596
6,0,2013,3,596
6,0,2013,3,596
11,0,2013,3,596
14,0,2013,3,596
13,0,2013,3,596
7,0,2013,3,596
10,0,2013,3,596
8,0,2013,3,596
10,0,2013,3,596
7,0,2013,3,596
6,0,2013,3,596
9,0,2013,3,596
12,0,2013,3,596
10,0,2013,3,596
5,0,2013,3,596
6,0,2013,3,596
12,0,2013,3,596
10,0,2013,3,596
4,0,2013,3,596
5,0,2013,3,596
4,0,2013,3,596
7,0,2013,3,596
13,0,2013,3,596
10,0,2013,3,596
8,0,2013,3,596
4,0,2013,3,596
6,0,2013,3,596
12,0,2013,3,596
10,0,2013,3,596
5,0,2013,3,596
11,0,2013,3,596
6,0,2013,3,596
4,0,2013,3,596
9,0,2013,3,596
13,0,2013,3,596
12,0,2013,3,596
6,0,2013,3,596
10,0,2013,3,596
5,0,2013,3,596
8,0,2013,3,596
6,0,2013,3,596
6,0,2013,3,596
6,0,2013,3,596
10,0,2013,3,596
4,0,2013,3,596
14,0,2013,3,596
7,0,2013,3,596
13,0,2013,3,596
5,0,2013,3,596
15,0,2013,3,596
7,0,2013,3,596
18,0,2013,3,596
6,0,2013,3,596
9,0,2013,3,596
9,0,2013,3,596
